header,value,key
﻿Fecha_hora,'03/01/2019_5:45:00',215
﻿Fecha_hora,'03/01/2019_6:00:00',216
﻿Fecha_hora,'03/01/2019_6:15:00',217
﻿Fecha_hora,'03/01/2019_6:30:00',218
﻿Fecha_hora,'03/01/2019_6:45:00',219
﻿Fecha_hora,'03/01/2019_7:00:00',220
﻿Fecha_hora,'03/01/2019_7:15:00',221
﻿Fecha_hora,'03/01/2019_7:30:00',222
﻿Fecha_hora,'03/01/2019_7:45:00',223
﻿Fecha_hora,'03/01/2019_8:00:00',224
﻿Fecha_hora,'03/01/2019_8:15:00',225
﻿Fecha_hora,'03/01/2019_8:30:00',226
﻿Fecha_hora,'03/01/2019_8:45:00',227
﻿Fecha_hora,'03/01/2019_9:00:00',228
﻿Fecha_hora,'03/01/2019_9:15:00',229
﻿Fecha_hora,'03/01/2019_9:30:00',230
﻿Fecha_hora,'03/01/2019_9:45:00',231
﻿Fecha_hora,'03/01/2019_10:00:00',232
﻿Fecha_hora,'03/01/2019_10:15:00',233
﻿Fecha_hora,'03/01/2019_10:30:00',234
﻿Fecha_hora,'03/01/2019_10:45:00',235
﻿Fecha_hora,'03/01/2019_11:00:00',236
﻿Fecha_hora,'03/01/2019_11:15:00',237
﻿Fecha_hora,'03/01/2019_11:30:00',238
﻿Fecha_hora,'03/01/2019_11:45:00',239
﻿Fecha_hora,'03/01/2019_12:00:00',240
﻿Fecha_hora,'03/01/2019_12:15:00',241
﻿Fecha_hora,'03/01/2019_12:30:00',242
﻿Fecha_hora,'03/01/2019_12:45:00',243
﻿Fecha_hora,'03/01/2019_13:00:00',244
﻿Fecha_hora,'03/01/2019_13:15:00',245
﻿Fecha_hora,'03/01/2019_13:30:00',246
﻿Fecha_hora,'03/01/2019_13:45:00',247
﻿Fecha_hora,'03/01/2019_14:00:00',248
﻿Fecha_hora,'03/01/2019_14:15:00',249
﻿Fecha_hora,'03/01/2019_14:30:00',250
﻿Fecha_hora,'03/01/2019_14:45:00',251
﻿Fecha_hora,'03/01/2019_15:00:00',252
﻿Fecha_hora,'03/01/2019_15:15:00',253
﻿Fecha_hora,'03/01/2019_15:30:00',254
﻿Fecha_hora,'03/01/2019_15:45:00',255
﻿Fecha_hora,'03/01/2019_16:00:00',256
﻿Fecha_hora,'03/01/2019_16:15:00',257
﻿Fecha_hora,'03/01/2019_16:30:00',258
﻿Fecha_hora,'03/01/2019_16:45:00',259
﻿Fecha_hora,'03/01/2019_17:00:00',260
﻿Fecha_hora,'03/01/2019_17:15:00',261
﻿Fecha_hora,'03/01/2019_17:30:00',262
﻿Fecha_hora,'03/01/2019_17:45:00',263
