id,valueYName,valueY,valueXName,valueX,score_1,scores_total,score,anomaly
4076,month,8,month_day_hour_min,,0.44,0.44,0.44,false
4077,month,8,month_day_hour_min,,0.46,0.46,0.46,false
4078,month,8,month_day_hour_min,,0.45,0.45,0.45,false
4079,month,8,month_day_hour_min,,0.39,0.39,0.39,false
4080,month,8,month_day_hour_min,,0.40,0.40,0.40,false
4081,month,8,month_day_hour_min,,0.42,0.42,0.42,false
4082,month,8,month_day_hour_min,,0.42,0.42,0.42,false
4083,month,8,month_day_hour_min,,0.42,0.42,0.42,false
4084,month,8,month_day_hour_min,,0.43,0.43,0.43,false
4085,month,8,month_day_hour_min,,0.43,0.43,0.43,false
4086,month,8,month_day_hour_min,,0.42,0.42,0.42,false
4087,month,8,month_day_hour_min,,0.42,0.42,0.42,false
4088,month,8,month_day_hour_min,,0.41,0.41,0.41,false
4089,month,8,month_day_hour_min,,0.42,0.42,0.42,false
4090,month,8,month_day_hour_min,,0.40,0.40,0.40,false
4091,month,8,month_day_hour_min,,0.42,0.42,0.42,false
4092,month,8,month_day_hour_min,,0.42,0.42,0.42,false
4093,month,8,month_day_hour_min,,0.40,0.40,0.40,false
4094,month,8,month_day_hour_min,,0.44,0.44,0.44,false
4095,month,8,month_day_hour_min,,0.54,0.54,0.54,false
4096,month,8,month_day_hour_min,,0.44,0.44,0.44,false
4097,month,8,month_day_hour_min,,0.44,0.44,0.44,false
4098,month,8,month_day_hour_min,,0.40,0.40,0.40,false
4099,month,8,month_day_hour_min,,0.40,0.40,0.40,false
4100,month,8,month_day_hour_min,,0.40,0.40,0.40,false
4101,month,8,month_day_hour_min,,0.42,0.42,0.42,false
4102,month,8,month_day_hour_min,,0.43,0.43,0.43,false
4103,month,8,month_day_hour_min,,0.43,0.43,0.43,false
4104,month,8,month_day_hour_min,,0.42,0.42,0.42,false
4105,month,8,month_day_hour_min,,0.42,0.42,0.42,false
4106,month,8,month_day_hour_min,,0.42,0.42,0.42,false
4107,month,8,month_day_hour_min,,0.44,0.44,0.44,false
4108,month,8,month_day_hour_min,,0.44,0.44,0.44,false
4109,month,8,month_day_hour_min,,0.41,0.41,0.41,false
4110,month,8,month_day_hour_min,,0.43,0.43,0.43,false
4111,month,8,month_day_hour_min,,0.42,0.42,0.42,false
4112,month,8,month_day_hour_min,,0.42,0.42,0.42,false
4113,month,8,month_day_hour_min,,0.41,0.41,0.41,false
4114,month,8,month_day_hour_min,,0.39,0.39,0.39,false
4115,month,8,month_day_hour_min,,0.40,0.40,0.40,false
4116,month,8,month_day_hour_min,,0.40,0.40,0.40,false
4117,month,8,month_day_hour_min,,0.44,0.44,0.44,false
4118,month,8,month_day_hour_min,,0.46,0.46,0.46,false
4119,month,8,month_day_hour_min,,0.44,0.44,0.44,false
4120,month,8,month_day_hour_min,,0.45,0.45,0.45,false
4121,month,8,month_day_hour_min,,0.44,0.44,0.44,false
4122,month,8,month_day_hour_min,,0.44,0.44,0.44,false
4123,month,8,month_day_hour_min,,0.44,0.44,0.44,false
4124,month,8,month_day_hour_min,,0.42,0.42,0.42,false
4125,month,8,month_day_hour_min,,0.41,0.41,0.41,false
4126,month,8,month_day_hour_min,,0.40,0.40,0.40,false
4127,month,8,month_day_hour_min,,0.41,0.41,0.41,false
4128,month,8,month_day_hour_min,,0.43,0.43,0.43,false
4129,month,8,month_day_hour_min,,0.43,0.43,0.43,false
4130,month,8,month_day_hour_min,,0.43,0.43,0.43,false
4131,month,8,month_day_hour_min,,0.42,0.42,0.42,false
4132,month,8,month_day_hour_min,,0.43,0.43,0.43,false
4133,month,8,month_day_hour_min,,0.41,0.41,0.41,false
4134,month,8,month_day_hour_min,,0.41,0.41,0.41,false
4135,month,8,month_day_hour_min,,0.41,0.41,0.41,false
4136,month,8,month_day_hour_min,,0.40,0.40,0.40,false
4137,month,8,month_day_hour_min,,0.44,0.44,0.44,false
4138,month,8,month_day_hour_min,,0.43,0.43,0.43,false
4139,month,8,month_day_hour_min,,0.42,0.42,0.42,false
4140,month,8,month_day_hour_min,,0.40,0.40,0.40,false
4141,month,8,month_day_hour_min,,0.46,0.46,0.46,false
4142,month,8,month_day_hour_min,,0.45,0.45,0.45,false
4143,month,8,month_day_hour_min,,0.43,0.43,0.43,false
4144,month,8,month_day_hour_min,,0.41,0.41,0.41,false
4145,month,8,month_day_hour_min,,0.41,0.41,0.41,false
4146,month,8,month_day_hour_min,,0.40,0.40,0.40,false
4147,month,8,month_day_hour_min,,0.41,0.41,0.41,false
4148,month,8,month_day_hour_min,,0.39,0.39,0.39,false
4149,month,8,month_day_hour_min,,0.41,0.41,0.41,false
4150,month,8,month_day_hour_min,,0.40,0.40,0.40,false
4151,month,8,month_day_hour_min,,0.40,0.40,0.40,false
4152,month,8,month_day_hour_min,,0.42,0.42,0.42,false
4153,month,8,month_day_hour_min,,0.39,0.39,0.39,false
4154,month,8,month_day_hour_min,,0.39,0.39,0.39,false
4155,month,8,month_day_hour_min,,0.38,0.38,0.38,false
4156,month,8,month_day_hour_min,,0.38,0.38,0.38,false
4157,month,8,month_day_hour_min,,0.39,0.39,0.39,false
4158,month,8,month_day_hour_min,,0.39,0.39,0.39,false
4159,month,8,month_day_hour_min,,0.38,0.38,0.38,false
4160,month,8,month_day_hour_min,,0.42,0.42,0.42,false
4161,month,8,month_day_hour_min,,0.40,0.40,0.40,false
4162,month,8,month_day_hour_min,,0.42,0.42,0.42,false
4163,month,8,month_day_hour_min,,0.44,0.44,0.44,false
4164,month,8,month_day_hour_min,,0.45,0.45,0.45,false
4165,month,8,month_day_hour_min,,0.43,0.43,0.43,false
4166,month,8,month_day_hour_min,,0.44,0.44,0.44,false
4167,month,8,month_day_hour_min,,0.42,0.42,0.42,false
4168,month,8,month_day_hour_min,,0.43,0.43,0.43,false
4169,month,8,month_day_hour_min,,0.41,0.41,0.41,false
4170,month,8,month_day_hour_min,,0.40,0.40,0.40,false
4171,month,8,month_day_hour_min,,0.39,0.39,0.39,false
4172,month,8,month_day_hour_min,,0.40,0.40,0.40,false
4173,month,8,month_day_hour_min,,0.41,0.41,0.41,false
4174,month,8,month_day_hour_min,,0.42,0.42,0.42,false
4175,month,8,month_day_hour_min,,0.40,0.40,0.40,false
4176,month,8,month_day_hour_min,,0.41,0.41,0.41,false
4177,month,8,month_day_hour_min,,0.39,0.39,0.39,false
4178,month,8,month_day_hour_min,,0.40,0.40,0.40,false
4179,month,8,month_day_hour_min,,0.41,0.41,0.41,false
4180,month,8,month_day_hour_min,,0.40,0.40,0.40,false
4181,month,8,month_day_hour_min,,0.38,0.38,0.38,false
4182,month,8,month_day_hour_min,,0.42,0.42,0.42,false
4183,month,8,month_day_hour_min,,0.40,0.40,0.40,false
4184,month,8,month_day_hour_min,,0.46,0.46,0.46,false
4185,month,8,month_day_hour_min,,0.46,0.46,0.46,false
4186,month,8,month_day_hour_min,,0.44,0.44,0.44,false
4187,month,8,month_day_hour_min,,0.43,0.43,0.43,false
4188,month,8,month_day_hour_min,,0.40,0.40,0.40,false
4189,month,8,month_day_hour_min,,0.40,0.40,0.40,false
4190,month,8,month_day_hour_min,,0.40,0.40,0.40,false
4191,month,8,month_day_hour_min,,0.39,0.39,0.39,false
4192,month,8,month_day_hour_min,,0.39,0.39,0.39,false
4193,month,8,month_day_hour_min,,0.38,0.38,0.38,false
4194,month,8,month_day_hour_min,,0.40,0.40,0.40,false
4195,month,8,month_day_hour_min,,0.41,0.41,0.41,false
4196,month,8,month_day_hour_min,,0.45,0.45,0.45,false
4197,month,8,month_day_hour_min,,0.40,0.40,0.40,false
4198,month,8,month_day_hour_min,,0.39,0.39,0.39,false
4199,month,8,month_day_hour_min,,0.40,0.40,0.40,false
4200,month,8,month_day_hour_min,,0.40,0.40,0.40,false
4201,month,8,month_day_hour_min,,0.40,0.40,0.40,false
4202,month,8,month_day_hour_min,,0.40,0.40,0.40,false
4203,month,8,month_day_hour_min,,0.41,0.41,0.41,false
4204,month,8,month_day_hour_min,,0.43,0.43,0.43,false
4205,month,8,month_day_hour_min,,0.42,0.42,0.42,false
4206,month,8,month_day_hour_min,,0.43,0.43,0.43,false
4207,month,8,month_day_hour_min,,0.40,0.40,0.40,false
4208,month,8,month_day_hour_min,,0.40,0.40,0.40,false
4209,month,8,month_day_hour_min,,0.39,0.39,0.39,false
4210,month,8,month_day_hour_min,,0.39,0.39,0.39,false
4211,month,8,month_day_hour_min,,0.40,0.40,0.40,false
4212,month,8,month_day_hour_min,,0.40,0.40,0.40,false
4213,month,8,month_day_hour_min,,0.39,0.39,0.39,false
4214,month,8,month_day_hour_min,,0.39,0.39,0.39,false
4215,month,8,month_day_hour_min,,0.41,0.41,0.41,false
4216,month,8,month_day_hour_min,,0.43,0.43,0.43,false
4217,month,8,month_day_hour_min,,0.44,0.44,0.44,false
4218,month,8,month_day_hour_min,,0.42,0.42,0.42,false
4219,month,8,month_day_hour_min,,0.43,0.43,0.43,false
4220,month,8,month_day_hour_min,,0.42,0.42,0.42,false
4221,month,8,month_day_hour_min,,0.40,0.40,0.40,false
4222,month,8,month_day_hour_min,,0.40,0.40,0.40,false
4223,month,8,month_day_hour_min,,0.39,0.39,0.39,false
4224,month,8,month_day_hour_min,,0.40,0.40,0.40,false
4225,month,8,month_day_hour_min,,0.41,0.41,0.41,false
4226,month,8,month_day_hour_min,,0.45,0.45,0.45,false
4227,month,8,month_day_hour_min,,0.44,0.44,0.44,false
4228,month,8,month_day_hour_min,,0.41,0.41,0.41,false
4229,month,8,month_day_hour_min,,0.42,0.42,0.42,false
4230,month,8,month_day_hour_min,,0.41,0.41,0.41,false
4231,month,8,month_day_hour_min,,0.39,0.39,0.39,false
4232,month,8,month_day_hour_min,,0.41,0.41,0.41,false
4233,month,8,month_day_hour_min,,0.40,0.40,0.40,false
4234,month,8,month_day_hour_min,,0.40,0.40,0.40,false
4235,month,8,month_day_hour_min,,0.39,0.39,0.39,false
4236,month,8,month_day_hour_min,,0.39,0.39,0.39,false
4237,month,8,month_day_hour_min,,0.39,0.39,0.39,false
4238,month,8,month_day_hour_min,,0.43,0.43,0.43,false
4239,month,8,month_day_hour_min,,0.39,0.39,0.39,false
4240,month,8,month_day_hour_min,,0.44,0.44,0.44,false
4241,month,8,month_day_hour_min,,0.43,0.43,0.43,false
4242,month,8,month_day_hour_min,,0.41,0.41,0.41,false
4243,month,8,month_day_hour_min,,0.40,0.40,0.40,false
4244,month,8,month_day_hour_min,,0.38,0.38,0.38,false
4245,month,8,month_day_hour_min,,0.39,0.39,0.39,false
4246,month,8,month_day_hour_min,,0.40,0.40,0.40,false
4247,month,8,month_day_hour_min,,0.38,0.38,0.38,false
4248,month,8,month_day_hour_min,,0.39,0.39,0.39,false
4249,month,8,month_day_hour_min,,0.39,0.39,0.39,false
4250,month,8,month_day_hour_min,,0.38,0.38,0.38,false
4251,month,8,month_day_hour_min,,0.39,0.39,0.39,false
4252,month,8,month_day_hour_min,,0.44,0.44,0.44,false
4253,month,8,month_day_hour_min,,0.41,0.41,0.41,false
4254,month,8,month_day_hour_min,,0.40,0.40,0.40,false
4255,month,8,month_day_hour_min,,0.39,0.39,0.39,false
4256,month,8,month_day_hour_min,,0.39,0.39,0.39,false
4257,month,8,month_day_hour_min,,0.40,0.40,0.40,false
4258,month,8,month_day_hour_min,,0.41,0.41,0.41,false
4259,month,8,month_day_hour_min,,0.68,0.68,0.68,true
4260,month,8,month_day_hour_min,,0.39,0.39,0.39,false
4261,month,8,month_day_hour_min,,0.40,0.40,0.40,false
4262,month,8,month_day_hour_min,,0.42,0.42,0.42,false
4263,month,8,month_day_hour_min,,0.41,0.41,0.41,false
4264,month,8,month_day_hour_min,,0.38,0.38,0.38,false
4265,month,8,month_day_hour_min,,0.39,0.39,0.39,false
4266,month,8,month_day_hour_min,,0.41,0.41,0.41,false
4267,month,8,month_day_hour_min,,0.39,0.39,0.39,false
4268,month,8,month_day_hour_min,,0.38,0.38,0.38,false
4269,month,8,month_day_hour_min,,0.39,0.39,0.39,false
4270,month,8,month_day_hour_min,,0.38,0.38,0.38,false
4271,month,8,month_day_hour_min,,0.39,0.39,0.39,false
4272,month,8,month_day_hour_min,,0.39,0.39,0.39,false
4273,month,8,month_day_hour_min,,0.41,0.41,0.41,false
4274,month,8,month_day_hour_min,,0.41,0.41,0.41,false
4275,month,8,month_day_hour_min,,0.41,0.41,0.41,false
4276,month,8,month_day_hour_min,,0.44,0.44,0.44,false
4277,month,8,month_day_hour_min,,0.38,0.38,0.38,false
4278,month,8,month_day_hour_min,,0.38,0.38,0.38,false
4279,month,8,month_day_hour_min,,0.39,0.39,0.39,false
4280,month,8,month_day_hour_min,,0.40,0.40,0.40,false
4281,month,8,month_day_hour_min,,0.39,0.39,0.39,false
4282,month,8,month_day_hour_min,,0.39,0.39,0.39,false
4283,month,8,month_day_hour_min,,0.40,0.40,0.40,false
4284,month,8,month_day_hour_min,,0.40,0.40,0.40,false
4285,month,8,month_day_hour_min,,0.41,0.41,0.41,false
4286,month,8,month_day_hour_min,,0.39,0.39,0.39,false
4287,month,8,month_day_hour_min,,0.41,0.41,0.41,false
4288,month,8,month_day_hour_min,,0.40,0.40,0.40,false
4289,month,8,month_day_hour_min,,0.39,0.39,0.39,false
4290,month,8,month_day_hour_min,,0.39,0.39,0.39,false
4291,month,8,month_day_hour_min,,0.38,0.38,0.38,false
4292,month,8,month_day_hour_min,,0.38,0.38,0.38,false
4293,month,8,month_day_hour_min,,0.40,0.40,0.40,false
4294,month,8,month_day_hour_min,,0.43,0.43,0.43,false
4295,month,8,month_day_hour_min,,0.44,0.44,0.44,false
4296,month,8,month_day_hour_min,,0.41,0.41,0.41,false
4297,month,8,month_day_hour_min,,0.41,0.41,0.41,false
4298,month,8,month_day_hour_min,,0.40,0.40,0.40,false
4299,month,8,month_day_hour_min,,0.39,0.39,0.39,false
4300,month,8,month_day_hour_min,,0.40,0.40,0.40,false
4301,month,8,month_day_hour_min,,0.40,0.40,0.40,false
4302,month,8,month_day_hour_min,,0.40,0.40,0.40,false
4303,month,8,month_day_hour_min,,0.40,0.40,0.40,false
4304,month,8,month_day_hour_min,,0.39,0.39,0.39,false
4305,month,8,month_day_hour_min,,0.43,0.43,0.43,false
4306,month,8,month_day_hour_min,,0.42,0.42,0.42,false
4307,month,8,month_day_hour_min,,0.40,0.40,0.40,false
4308,month,8,month_day_hour_min,,0.38,0.38,0.38,false
4309,month,8,month_day_hour_min,,0.42,0.42,0.42,false
4310,month,8,month_day_hour_min,,0.38,0.38,0.38,false
4311,month,8,month_day_hour_min,,0.39,0.39,0.39,false
4312,month,8,month_day_hour_min,,0.42,0.42,0.42,false
4313,month,8,month_day_hour_min,,0.43,0.43,0.43,false
4314,month,8,month_day_hour_min,,0.46,0.46,0.46,false
4315,month,8,month_day_hour_min,,0.42,0.42,0.42,false
4316,month,8,month_day_hour_min,,0.41,0.41,0.41,false
4317,month,8,month_day_hour_min,,0.41,0.41,0.41,false
4318,month,8,month_day_hour_min,,0.45,0.45,0.45,false
4319,month,8,month_day_hour_min,,0.44,0.44,0.44,false
4320,month,8,month_day_hour_min,,0.38,0.38,0.38,false
4321,month,8,month_day_hour_min,,0.38,0.38,0.38,false
4322,month,8,month_day_hour_min,,0.40,0.40,0.40,false
4323,month,8,month_day_hour_min,,0.41,0.41,0.41,false
4324,month,8,month_day_hour_min,,0.39,0.39,0.39,false
4325,month,8,month_day_hour_min,,0.42,0.42,0.42,false
4326,month,8,month_day_hour_min,,0.46,0.46,0.46,false
4327,month,8,month_day_hour_min,,0.45,0.45,0.45,false
4328,month,8,month_day_hour_min,,0.44,0.44,0.44,false
4329,month,8,month_day_hour_min,,0.44,0.44,0.44,false
4330,month,8,month_day_hour_min,,0.42,0.42,0.42,false
4331,month,8,month_day_hour_min,,0.40,0.40,0.40,false
4332,month,8,month_day_hour_min,,0.39,0.39,0.39,false
4333,month,8,month_day_hour_min,,0.39,0.39,0.39,false
4334,month,8,month_day_hour_min,,0.40,0.40,0.40,false
4335,month,8,month_day_hour_min,,0.47,0.47,0.47,false
4336,month,8,month_day_hour_min,,0.46,0.46,0.46,false
4337,month,8,month_day_hour_min,,0.41,0.41,0.41,false
4338,month,8,month_day_hour_min,,0.41,0.41,0.41,false
4339,month,8,month_day_hour_min,,0.43,0.43,0.43,false
4340,month,8,month_day_hour_min,,0.45,0.45,0.45,false
4341,month,8,month_day_hour_min,,0.44,0.44,0.44,false
4342,month,8,month_day_hour_min,,0.41,0.41,0.41,false
4343,month,8,month_day_hour_min,,0.40,0.40,0.40,false
4344,month,8,month_day_hour_min,,0.40,0.40,0.40,false
4345,month,8,month_day_hour_min,,0.40,0.40,0.40,false
4346,month,8,month_day_hour_min,,0.38,0.38,0.38,false
4347,month,8,month_day_hour_min,,0.42,0.42,0.42,false
4348,month,8,month_day_hour_min,,0.44,0.44,0.44,false
4349,month,8,month_day_hour_min,,0.40,0.40,0.40,false
4350,month,8,month_day_hour_min,,0.40,0.40,0.40,false
4351,month,8,month_day_hour_min,,0.42,0.42,0.42,false
4352,month,8,month_day_hour_min,,0.42,0.42,0.42,false
4353,month,8,month_day_hour_min,,0.41,0.41,0.41,false
4354,month,8,month_day_hour_min,,0.42,0.42,0.42,false
4355,month,8,month_day_hour_min,,0.39,0.39,0.39,false
4356,month,8,month_day_hour_min,,0.40,0.40,0.40,false
4357,month,8,month_day_hour_min,,0.39,0.39,0.39,false
4358,month,8,month_day_hour_min,,0.39,0.39,0.39,false
4359,month,8,month_day_hour_min,,0.39,0.39,0.39,false
4360,month,8,month_day_hour_min,,0.38,0.38,0.38,false
4361,month,8,month_day_hour_min,,0.40,0.40,0.40,false
4362,month,8,month_day_hour_min,,0.40,0.40,0.40,false
4363,month,8,month_day_hour_min,,0.42,0.42,0.42,false
4364,month,8,month_day_hour_min,,0.42,0.42,0.42,false
4365,month,8,month_day_hour_min,,0.41,0.41,0.41,false
4366,month,8,month_day_hour_min,,0.44,0.44,0.44,false
4367,month,8,month_day_hour_min,,0.42,0.42,0.42,false
4368,month,8,month_day_hour_min,,0.40,0.40,0.40,false
4369,month,8,month_day_hour_min,,0.40,0.40,0.40,false
4370,month,8,month_day_hour_min,,0.39,0.39,0.39,false
4371,month,8,month_day_hour_min,,0.40,0.40,0.40,false
4372,month,8,month_day_hour_min,,0.43,0.43,0.43,false
4373,month,8,month_day_hour_min,,0.46,0.46,0.46,false
4374,month,8,month_day_hour_min,,0.47,0.47,0.47,false
4375,month,8,month_day_hour_min,,0.45,0.45,0.45,false
4376,month,8,month_day_hour_min,,0.45,0.45,0.45,false
4377,month,8,month_day_hour_min,,0.44,0.44,0.44,false
4378,month,8,month_day_hour_min,,0.44,0.44,0.44,false
4379,month,8,month_day_hour_min,,0.40,0.40,0.40,false
4380,month,8,month_day_hour_min,,0.39,0.39,0.39,false
4381,month,8,month_day_hour_min,,0.41,0.41,0.41,false
4382,month,8,month_day_hour_min,,0.39,0.39,0.39,false
4383,month,8,month_day_hour_min,,0.41,0.41,0.41,false
4384,month,8,month_day_hour_min,,0.40,0.40,0.40,false
4385,month,8,month_day_hour_min,,0.42,0.42,0.42,false
4386,month,8,month_day_hour_min,,0.41,0.41,0.41,false
4387,month,8,month_day_hour_min,,0.41,0.41,0.41,false
4388,month,8,month_day_hour_min,,0.40,0.40,0.40,false
4389,month,8,month_day_hour_min,,0.41,0.41,0.41,false
4390,month,8,month_day_hour_min,,0.41,0.41,0.41,false
4391,month,8,month_day_hour_min,,0.69,0.69,0.69,true
4392,month,8,month_day_hour_min,,0.41,0.41,0.41,false
