id,valueYName,valueY,valueXName,valueX,score_1,score_2,score_3,score_4,score_5,score_6,score_7,score_8,score_9,score_10,scores_total,score,anomaly
211,day,13,month_day_hour_min,,0.47,0.48,0.46,0.51,0.42,0.47,0.51,0.47,0.48,0.44,4.71,0.47,false
212,day,13,month_day_hour_min,,0.45,0.45,0.44,0.47,0.44,0.44,0.47,0.46,0.44,0.44,4.50,0.45,false
213,day,13,month_day_hour_min,,0.45,0.46,0.44,0.47,0.44,0.45,0.51,0.44,0.44,0.45,4.55,0.46,false
214,day,13,month_day_hour_min,,0.56,0.57,0.56,0.63,0.62,0.57,0.57,0.61,0.61,0.58,5.88,0.59,false
215,day,13,month_day_hour_min,,0.43,0.44,0.43,0.43,0.42,0.44,0.42,0.46,0.45,0.42,4.34,0.43,false
216,day,13,month_day_hour_min,,0.43,0.46,0.42,0.46,0.46,0.44,0.49,0.44,0.46,0.48,4.54,0.45,false
217,day,13,month_day_hour_min,,0.44,0.46,0.43,0.46,0.47,0.44,0.49,0.46,0.47,0.48,4.60,0.46,false
218,day,13,month_day_hour_min,,0.44,0.47,0.45,0.45,0.42,0.43,0.43,0.49,0.47,0.45,4.50,0.45,false
219,day,13,month_day_hour_min,,0.41,0.45,0.45,0.45,0.43,0.47,0.45,0.47,0.45,0.47,4.50,0.45,false
220,day,13,month_day_hour_min,,0.43,0.47,0.44,0.45,0.44,0.46,0.46,0.46,0.46,0.47,4.54,0.45,false
221,day,13,month_day_hour_min,,0.53,0.53,0.51,0.52,0.50,0.51,0.51,0.52,0.51,0.51,5.15,0.51,false
222,day,13,month_day_hour_min,,0.51,0.51,0.50,0.51,0.48,0.50,0.51,0.46,0.51,0.48,4.97,0.50,false
223,day,13,month_day_hour_min,,0.53,0.52,0.54,0.52,0.52,0.53,0.53,0.51,0.53,0.51,5.24,0.52,false
224,day,14,month_day_hour_min,,0.49,0.47,0.50,0.49,0.50,0.48,0.50,0.48,0.52,0.48,4.91,0.49,false
225,day,14,month_day_hour_min,,0.50,0.48,0.49,0.50,0.48,0.50,0.49,0.45,0.49,0.49,4.87,0.49,false
226,day,14,month_day_hour_min,,0.53,0.49,0.48,0.50,0.48,0.49,0.50,0.45,0.53,0.49,4.94,0.49,false
227,day,14,month_day_hour_min,,0.47,0.44,0.45,0.50,0.41,0.44,0.46,0.42,0.46,0.43,4.48,0.45,false
228,day,14,month_day_hour_min,,0.47,0.45,0.46,0.47,0.45,0.44,0.46,0.49,0.47,0.45,4.61,0.46,false
229,day,14,month_day_hour_min,,0.45,0.43,0.42,0.44,0.41,0.42,0.47,0.44,0.44,0.43,4.35,0.43,false
230,day,14,month_day_hour_min,,0.48,0.47,0.46,0.48,0.50,0.49,0.48,0.49,0.47,0.49,4.81,0.48,false
231,day,14,month_day_hour_min,,0.45,0.46,0.43,0.48,0.45,0.44,0.45,0.49,0.48,0.46,4.59,0.46,false
232,day,14,month_day_hour_min,,0.45,0.45,0.41,0.48,0.43,0.42,0.47,0.47,0.43,0.46,4.47,0.45,false
233,day,14,month_day_hour_min,,0.44,0.44,0.42,0.45,0.44,0.41,0.46,0.45,0.44,0.46,4.41,0.44,false
234,day,14,month_day_hour_min,,0.43,0.48,0.44,0.47,0.47,0.48,0.50,0.48,0.46,0.46,4.67,0.47,false
235,day,14,month_day_hour_min,,0.44,0.48,0.45,0.48,0.44,0.43,0.44,0.51,0.50,0.48,4.65,0.47,false
236,day,14,month_day_hour_min,,0.45,0.49,0.46,0.48,0.45,0.44,0.45,0.50,0.51,0.48,4.71,0.47,false
237,day,14,month_day_hour_min,,0.45,0.48,0.45,0.46,0.44,0.44,0.44,0.49,0.49,0.49,4.63,0.46,false
238,day,14,month_day_hour_min,,0.44,0.47,0.43,0.49,0.45,0.43,0.48,0.47,0.45,0.50,4.61,0.46,false
239,day,14,month_day_hour_min,,0.46,0.49,0.44,0.47,0.46,0.45,0.46,0.49,0.49,0.49,4.70,0.47,false
240,day,14,month_day_hour_min,,0.47,0.46,0.45,0.46,0.43,0.45,0.47,0.47,0.46,0.46,4.58,0.46,false
241,day,15,month_day_hour_min,,0.46,0.49,0.44,0.45,0.43,0.46,0.48,0.42,0.48,0.44,4.55,0.45,false
242,day,15,month_day_hour_min,,0.46,0.45,0.46,0.46,0.46,0.45,0.48,0.47,0.50,0.45,4.64,0.46,false
243,day,15,month_day_hour_min,,0.42,0.43,0.43,0.43,0.44,0.43,0.44,0.45,0.44,0.42,4.33,0.43,false
244,day,15,month_day_hour_min,,0.47,0.48,0.45,0.45,0.45,0.45,0.44,0.47,0.46,0.45,4.57,0.46,false
245,day,15,month_day_hour_min,,0.44,0.48,0.44,0.45,0.45,0.46,0.45,0.46,0.44,0.45,4.52,0.45,false
246,day,15,month_day_hour_min,,0.43,0.44,0.42,0.43,0.41,0.44,0.46,0.43,0.44,0.44,4.34,0.43,false
247,day,15,month_day_hour_min,,0.45,0.47,0.43,0.43,0.44,0.43,0.47,0.44,0.45,0.44,4.45,0.45,false
248,day,15,month_day_hour_min,,0.42,0.45,0.41,0.43,0.41,0.44,0.44,0.42,0.43,0.43,4.28,0.43,false
249,day,15,month_day_hour_min,,0.44,0.46,0.42,0.43,0.44,0.45,0.45,0.43,0.44,0.44,4.40,0.44,false
250,day,15,month_day_hour_min,,0.43,0.46,0.43,0.42,0.44,0.43,0.44,0.44,0.46,0.44,4.39,0.44,false
251,day,15,month_day_hour_min,,0.41,0.44,0.42,0.43,0.41,0.43,0.44,0.42,0.43,0.42,4.25,0.42,false
252,day,15,month_day_hour_min,,0.43,0.44,0.41,0.45,0.44,0.42,0.46,0.45,0.42,0.43,4.35,0.43,false
253,day,15,month_day_hour_min,,0.43,0.45,0.42,0.44,0.42,0.42,0.44,0.43,0.46,0.42,4.33,0.43,false
254,day,15,month_day_hour_min,,0.43,0.47,0.44,0.45,0.43,0.45,0.46,0.45,0.46,0.45,4.49,0.45,false
255,day,15,month_day_hour_min,,0.44,0.48,0.43,0.45,0.43,0.46,0.46,0.45,0.46,0.45,4.51,0.45,false
256,day,15,month_day_hour_min,,0.55,0.54,0.57,0.54,0.50,0.50,0.55,0.52,0.52,0.53,5.32,0.53,false
257,day,16,month_day_hour_min,,0.53,0.54,0.55,0.58,0.57,0.53,0.54,0.56,0.53,0.50,5.43,0.54,false
258,day,16,month_day_hour_min,,0.54,0.57,0.54,0.61,0.58,0.59,0.56,0.56,0.54,0.55,5.64,0.56,false
259,day,16,month_day_hour_min,,0.50,0.56,0.49,0.56,0.56,0.52,0.54,0.54,0.54,0.49,5.30,0.53,false
260,day,16,month_day_hour_min,,0.47,0.52,0.49,0.55,0.52,0.47,0.51,0.51,0.50,0.48,5.02,0.50,false
261,day,16,month_day_hour_min,,0.49,0.50,0.51,0.55,0.55,0.50,0.49,0.55,0.53,0.51,5.18,0.52,false
262,day,16,month_day_hour_min,,0.46,0.46,0.45,0.45,0.46,0.45,0.44,0.46,0.45,0.46,4.54,0.45,false
263,day,16,month_day_hour_min,,0.44,0.44,0.46,0.45,0.46,0.44,0.44,0.46,0.47,0.46,4.52,0.45,false
264,day,16,month_day_hour_min,,0.42,0.43,0.43,0.44,0.44,0.43,0.43,0.46,0.44,0.44,4.36,0.44,false
265,day,16,month_day_hour_min,,0.43,0.43,0.43,0.45,0.42,0.43,0.42,0.43,0.43,0.42,4.29,0.43,false
266,day,16,month_day_hour_min,,0.44,0.45,0.44,0.47,0.43,0.45,0.43,0.44,0.42,0.46,4.43,0.44,false
267,day,16,month_day_hour_min,,0.42,0.43,0.42,0.42,0.40,0.42,0.44,0.42,0.41,0.42,4.20,0.42,false
268,day,16,month_day_hour_min,,0.41,0.44,0.43,0.42,0.42,0.42,0.45,0.44,0.42,0.43,4.28,0.43,false
269,day,16,month_day_hour_min,,0.43,0.47,0.44,0.45,0.45,0.44,0.44,0.46,0.44,0.45,4.47,0.45,false
270,day,16,month_day_hour_min,,0.42,0.45,0.42,0.45,0.42,0.43,0.44,0.43,0.42,0.42,4.30,0.43,false
271,day,16,month_day_hour_min,,0.44,0.46,0.42,0.46,0.46,0.46,0.46,0.46,0.44,0.45,4.51,0.45,false
272,day,16,month_day_hour_min,,0.45,0.47,0.44,0.45,0.46,0.48,0.47,0.47,0.46,0.48,4.63,0.46,false
273,day,16,month_day_hour_min,,0.44,0.45,0.42,0.43,0.41,0.42,0.41,0.43,0.45,0.42,4.28,0.43,false
274,day,16,month_day_hour_min,,0.44,0.46,0.44,0.43,0.43,0.45,0.42,0.46,0.47,0.42,4.42,0.44,false
275,day,17,month_day_hour_min,,0.46,0.47,0.46,0.48,0.45,0.46,0.52,0.49,0.52,0.47,4.78,0.48,false
276,day,17,month_day_hour_min,,0.44,0.45,0.45,0.47,0.42,0.45,0.47,0.42,0.47,0.45,4.49,0.45,false
277,day,17,month_day_hour_min,,0.46,0.45,0.46,0.49,0.43,0.44,0.47,0.45,0.48,0.42,4.55,0.46,false
278,day,17,month_day_hour_min,,0.46,0.45,0.48,0.44,0.45,0.45,0.44,0.46,0.48,0.45,4.56,0.46,false
279,day,17,month_day_hour_min,,0.41,0.44,0.42,0.42,0.43,0.42,0.44,0.44,0.43,0.45,4.30,0.43,false
280,day,17,month_day_hour_min,,0.43,0.45,0.42,0.42,0.41,0.42,0.42,0.41,0.40,0.43,4.21,0.42,false
281,day,17,month_day_hour_min,,0.43,0.45,0.43,0.43,0.45,0.44,0.44,0.43,0.43,0.44,4.37,0.44,false
282,day,17,month_day_hour_min,,0.43,0.44,0.46,0.45,0.45,0.43,0.45,0.46,0.44,0.45,4.46,0.45,false
283,day,17,month_day_hour_min,,0.45,0.45,0.43,0.45,0.46,0.45,0.45,0.44,0.43,0.44,4.45,0.45,false
284,day,17,month_day_hour_min,,0.44,0.44,0.45,0.45,0.45,0.43,0.44,0.46,0.43,0.44,4.43,0.44,false
285,day,17,month_day_hour_min,,0.42,0.44,0.42,0.45,0.43,0.41,0.44,0.43,0.41,0.44,4.29,0.43,false
286,day,17,month_day_hour_min,,0.43,0.45,0.44,0.43,0.45,0.44,0.44,0.47,0.45,0.46,4.46,0.45,false
287,day,17,month_day_hour_min,,0.42,0.44,0.45,0.43,0.43,0.43,0.46,0.44,0.46,0.44,4.40,0.44,false
288,day,17,month_day_hour_min,,0.45,0.47,0.44,0.45,0.47,0.47,0.47,0.45,0.45,0.47,4.59,0.46,false
289,day,17,month_day_hour_min,,0.43,0.45,0.42,0.45,0.43,0.43,0.43,0.43,0.44,0.44,4.35,0.44,false
290,day,17,month_day_hour_min,,0.44,0.46,0.44,0.46,0.47,0.48,0.47,0.45,0.46,0.46,4.59,0.46,false
291,day,17,month_day_hour_min,,0.43,0.44,0.46,0.43,0.43,0.42,0.42,0.46,0.44,0.44,4.37,0.44,false
292,day,17,month_day_hour_min,,0.42,0.43,0.42,0.44,0.41,0.41,0.42,0.42,0.43,0.42,4.22,0.42,false
293,day,17,month_day_hour_min,,0.43,0.45,0.45,0.42,0.42,0.43,0.42,0.46,0.44,0.45,4.37,0.44,false
294,day,17,month_day_hour_min,,0.43,0.43,0.42,0.42,0.40,0.42,0.42,0.43,0.43,0.43,4.23,0.42,false
295,day,17,month_day_hour_min,,0.43,0.45,0.45,0.42,0.43,0.43,0.41,0.46,0.44,0.44,4.36,0.44,false
296,day,17,month_day_hour_min,,0.44,0.42,0.42,0.41,0.41,0.42,0.41,0.43,0.43,0.41,4.20,0.42,false
297,day,17,month_day_hour_min,,0.44,0.42,0.44,0.43,0.41,0.43,0.43,0.43,0.43,0.41,4.27,0.43,false
298,day,17,month_day_hour_min,,0.45,0.42,0.44,0.42,0.42,0.43,0.44,0.43,0.43,0.43,4.31,0.43,false
299,day,18,month_day_hour_min,,0.48,0.49,0.51,0.49,0.50,0.49,0.49,0.48,0.50,0.43,4.86,0.49,false
300,day,18,month_day_hour_min,,0.47,0.46,0.48,0.49,0.47,0.45,0.47,0.46,0.50,0.42,4.67,0.47,false
301,day,18,month_day_hour_min,,0.51,0.49,0.50,0.49,0.48,0.48,0.47,0.52,0.51,0.49,4.94,0.49,false
302,day,18,month_day_hour_min,,0.45,0.45,0.45,0.48,0.43,0.45,0.46,0.43,0.46,0.43,4.49,0.45,false
303,day,18,month_day_hour_min,,0.43,0.44,0.45,0.44,0.43,0.43,0.44,0.43,0.45,0.43,4.37,0.44,false
304,day,18,month_day_hour_min,,0.44,0.44,0.44,0.44,0.40,0.42,0.44,0.44,0.45,0.42,4.33,0.43,false
305,day,18,month_day_hour_min,,0.53,0.54,0.58,0.52,0.50,0.51,0.52,0.54,0.56,0.50,5.30,0.53,false
306,day,18,month_day_hour_min,,0.53,0.54,0.56,0.53,0.51,0.51,0.56,0.57,0.51,0.55,5.37,0.54,false
307,day,18,month_day_hour_min,,0.53,0.53,0.56,0.53,0.52,0.52,0.58,0.56,0.52,0.54,5.39,0.54,false
308,day,18,month_day_hour_min,,0.54,0.51,0.58,0.54,0.53,0.55,0.55,0.57,0.52,0.56,5.45,0.55,false
309,day,18,month_day_hour_min,,0.56,0.57,0.56,0.53,0.52,0.53,0.57,0.55,0.53,0.55,5.47,0.55,false
310,day,18,month_day_hour_min,,0.52,0.49,0.51,0.52,0.50,0.55,0.53,0.53,0.50,0.54,5.19,0.52,false
311,day,18,month_day_hour_min,,0.53,0.52,0.52,0.54,0.51,0.54,0.56,0.55,0.49,0.54,5.30,0.53,false
312,day,18,month_day_hour_min,,0.44,0.45,0.46,0.44,0.45,0.44,0.46,0.48,0.48,0.45,4.55,0.45,false
313,day,18,month_day_hour_min,,0.41,0.45,0.45,0.44,0.44,0.42,0.45,0.45,0.45,0.42,4.38,0.44,false
314,day,18,month_day_hour_min,,0.42,0.46,0.46,0.44,0.42,0.44,0.46,0.46,0.45,0.42,4.43,0.44,false
315,day,18,month_day_hour_min,,0.42,0.44,0.44,0.45,0.44,0.43,0.43,0.45,0.46,0.44,4.40,0.44,false
316,day,18,month_day_hour_min,,0.45,0.46,0.46,0.44,0.44,0.46,0.45,0.47,0.48,0.46,4.57,0.46,false
317,day,18,month_day_hour_min,,0.44,0.45,0.46,0.43,0.44,0.45,0.43,0.46,0.49,0.47,4.52,0.45,false
318,day,18,month_day_hour_min,,0.46,0.46,0.43,0.44,0.41,0.43,0.42,0.43,0.44,0.42,4.34,0.43,false
319,day,18,month_day_hour_min,,0.47,0.48,0.49,0.46,0.47,0.49,0.47,0.47,0.48,0.46,4.74,0.47,false
320,day,19,month_day_hour_min,,0.45,0.48,0.47,0.48,0.47,0.46,0.43,0.48,0.48,0.45,4.65,0.46,false
321,day,19,month_day_hour_min,,0.44,0.45,0.45,0.45,0.42,0.42,0.43,0.44,0.46,0.42,4.38,0.44,false
322,day,19,month_day_hour_min,,0.48,0.44,0.45,0.44,0.45,0.45,0.44,0.44,0.45,0.44,4.48,0.45,false
323,day,19,month_day_hour_min,,0.46,0.45,0.46,0.45,0.45,0.44,0.44,0.46,0.46,0.44,4.51,0.45,false
324,day,19,month_day_hour_min,,0.52,0.48,0.48,0.49,0.47,0.47,0.48,0.47,0.48,0.47,4.81,0.48,false
325,day,19,month_day_hour_min,,0.52,0.55,0.53,0.51,0.53,0.49,0.53,0.53,0.55,0.50,5.24,0.52,false
326,day,19,month_day_hour_min,,0.48,0.45,0.44,0.44,0.45,0.45,0.43,0.45,0.44,0.44,4.47,0.45,false
327,day,19,month_day_hour_min,,0.43,0.45,0.45,0.44,0.42,0.42,0.43,0.43,0.41,0.44,4.32,0.43,false
328,day,19,month_day_hour_min,,0.44,0.45,0.44,0.43,0.44,0.45,0.44,0.45,0.45,0.43,4.42,0.44,false
329,day,19,month_day_hour_min,,0.42,0.43,0.43,0.43,0.41,0.40,0.42,0.42,0.44,0.41,4.21,0.42,false
330,day,19,month_day_hour_min,,0.43,0.43,0.44,0.44,0.42,0.41,0.42,0.44,0.43,0.42,4.28,0.43,false
331,day,19,month_day_hour_min,,0.43,0.44,0.43,0.45,0.42,0.41,0.41,0.44,0.43,0.42,4.28,0.43,false
332,day,19,month_day_hour_min,,0.46,0.46,0.44,0.43,0.43,0.42,0.42,0.45,0.45,0.43,4.39,0.44,false
333,day,19,month_day_hour_min,,0.45,0.46,0.43,0.42,0.42,0.42,0.42,0.44,0.43,0.43,4.32,0.43,false
334,day,19,month_day_hour_min,,0.44,0.45,0.42,0.43,0.42,0.42,0.41,0.44,0.44,0.43,4.30,0.43,false
335,day,19,month_day_hour_min,,0.46,0.49,0.44,0.43,0.46,0.44,0.45,0.49,0.49,0.46,4.61,0.46,false
336,day,19,month_day_hour_min,,0.46,0.43,0.45,0.44,0.42,0.42,0.43,0.41,0.43,0.41,4.30,0.43,false
337,day,19,month_day_hour_min,,0.46,0.46,0.47,0.45,0.45,0.47,0.46,0.46,0.47,0.46,4.61,0.46,false
338,day,19,month_day_hour_min,,0.49,0.45,0.46,0.47,0.45,0.47,0.44,0.44,0.44,0.45,4.56,0.46,false
339,day,20,month_day_hour_min,,0.50,0.49,0.49,0.49,0.49,0.50,0.46,0.51,0.50,0.47,4.90,0.49,false
340,day,20,month_day_hour_min,,0.48,0.49,0.48,0.47,0.48,0.48,0.44,0.51,0.49,0.47,4.79,0.48,false
341,day,20,month_day_hour_min,,0.45,0.50,0.45,0.48,0.48,0.44,0.46,0.48,0.49,0.45,4.68,0.47,false
342,day,20,month_day_hour_min,,0.45,0.46,0.45,0.45,0.46,0.46,0.47,0.47,0.45,0.45,4.57,0.46,false
343,day,20,month_day_hour_min,,0.49,0.50,0.47,0.43,0.48,0.51,0.49,0.49,0.47,0.45,4.78,0.48,false
344,day,20,month_day_hour_min,,0.46,0.46,0.43,0.43,0.42,0.43,0.46,0.44,0.44,0.43,4.40,0.44,false
345,day,20,month_day_hour_min,,0.44,0.49,0.45,0.44,0.45,0.45,0.46,0.49,0.47,0.45,4.59,0.46,false
346,day,20,month_day_hour_min,,0.43,0.45,0.44,0.44,0.43,0.42,0.48,0.46,0.45,0.44,4.44,0.44,false
347,day,20,month_day_hour_min,,0.45,0.47,0.44,0.42,0.43,0.44,0.44,0.44,0.44,0.45,4.42,0.44,false
348,day,20,month_day_hour_min,,0.46,0.48,0.45,0.43,0.44,0.44,0.44,0.45,0.46,0.46,4.51,0.45,false
349,day,20,month_day_hour_min,,0.45,0.45,0.43,0.42,0.43,0.43,0.42,0.42,0.44,0.42,4.31,0.43,false
350,day,20,month_day_hour_min,,0.45,0.44,0.43,0.45,0.43,0.43,0.42,0.43,0.44,0.41,4.33,0.43,false
351,day,21,month_day_hour_min,,0.51,0.51,0.51,0.51,0.50,0.49,0.48,0.51,0.52,0.45,4.99,0.50,false
352,day,21,month_day_hour_min,,0.46,0.49,0.45,0.48,0.47,0.46,0.44,0.49,0.48,0.45,4.67,0.47,false
353,day,21,month_day_hour_min,,0.46,0.47,0.47,0.45,0.46,0.46,0.46,0.45,0.46,0.46,4.60,0.46,false
354,day,21,month_day_hour_min,,0.48,0.51,0.47,0.45,0.48,0.48,0.46,0.48,0.47,0.49,4.77,0.48,false
355,day,21,month_day_hour_min,,0.48,0.51,0.45,0.46,0.45,0.47,0.48,0.46,0.47,0.49,4.72,0.47,false
356,day,21,month_day_hour_min,,0.49,0.51,0.49,0.45,0.50,0.50,0.48,0.48,0.48,0.47,4.85,0.48,false
357,day,21,month_day_hour_min,,0.45,0.46,0.46,0.46,0.43,0.45,0.47,0.46,0.47,0.45,4.56,0.46,false
358,day,21,month_day_hour_min,,0.49,0.48,0.47,0.46,0.47,0.50,0.48,0.50,0.48,0.49,4.82,0.48,false
359,day,21,month_day_hour_min,,0.44,0.46,0.45,0.43,0.46,0.45,0.45,0.44,0.45,0.45,4.48,0.45,false
360,day,21,month_day_hour_min,,0.43,0.46,0.44,0.44,0.43,0.42,0.43,0.45,0.44,0.43,4.37,0.44,false
361,day,21,month_day_hour_min,,0.44,0.46,0.44,0.44,0.45,0.43,0.43,0.47,0.47,0.44,4.47,0.45,false
362,day,21,month_day_hour_min,,0.43,0.45,0.42,0.43,0.42,0.42,0.42,0.43,0.45,0.44,4.31,0.43,false
363,day,21,month_day_hour_min,,0.44,0.45,0.41,0.43,0.42,0.41,0.42,0.43,0.43,0.42,4.26,0.43,false
364,day,21,month_day_hour_min,,0.45,0.45,0.42,0.44,0.41,0.40,0.43,0.43,0.45,0.43,4.31,0.43,false
365,day,21,month_day_hour_min,,0.51,0.50,0.48,0.48,0.49,0.51,0.49,0.50,0.50,0.48,4.94,0.49,false
366,day,22,month_day_hour_min,,0.50,0.50,0.46,0.49,0.51,0.49,0.48,0.52,0.53,0.46,4.94,0.49,false
367,day,22,month_day_hour_min,,0.47,0.48,0.46,0.49,0.48,0.48,0.47,0.50,0.50,0.48,4.81,0.48,false
368,day,22,month_day_hour_min,,0.48,0.48,0.46,0.51,0.46,0.47,0.44,0.46,0.48,0.44,4.68,0.47,false
369,day,22,month_day_hour_min,,0.56,0.53,0.47,0.49,0.50,0.50,0.49,0.50,0.50,0.48,5.02,0.50,false
370,day,22,month_day_hour_min,,0.55,0.54,0.49,0.52,0.50,0.49,0.55,0.54,0.52,0.49,5.19,0.52,false
371,day,22,month_day_hour_min,,0.44,0.46,0.43,0.43,0.42,0.42,0.44,0.44,0.43,0.42,4.33,0.43,false
372,day,22,month_day_hour_min,,0.44,0.49,0.46,0.45,0.47,0.47,0.48,0.44,0.46,0.49,4.65,0.46,false
373,day,22,month_day_hour_min,,0.46,0.50,0.45,0.43,0.44,0.47,0.45,0.44,0.45,0.46,4.55,0.45,false
374,day,22,month_day_hour_min,,0.44,0.44,0.42,0.44,0.43,0.41,0.43,0.44,0.44,0.43,4.32,0.43,false
375,day,22,month_day_hour_min,,0.45,0.44,0.42,0.45,0.42,0.42,0.43,0.45,0.46,0.44,4.38,0.44,false
376,day,22,month_day_hour_min,,0.47,0.47,0.46,0.45,0.45,0.47,0.48,0.45,0.46,0.48,4.64,0.46,false
377,day,23,month_day_hour_min,,0.50,0.51,0.48,0.51,0.51,0.51,0.47,0.55,0.53,0.50,5.07,0.51,false
378,day,23,month_day_hour_min,,0.47,0.48,0.45,0.49,0.48,0.48,0.47,0.49,0.50,0.46,4.77,0.48,false
379,day,23,month_day_hour_min,,0.48,0.50,0.46,0.51,0.49,0.48,0.44,0.51,0.51,0.45,4.83,0.48,false
380,day,23,month_day_hour_min,,0.46,0.47,0.45,0.46,0.43,0.46,0.41,0.47,0.46,0.44,4.51,0.45,false
381,day,23,month_day_hour_min,,0.45,0.47,0.45,0.47,0.44,0.44,0.43,0.46,0.46,0.43,4.50,0.45,false
382,day,23,month_day_hour_min,,0.46,0.51,0.48,0.53,0.50,0.44,0.50,0.51,0.51,0.48,4.92,0.49,false
383,day,23,month_day_hour_min,,0.50,0.51,0.50,0.55,0.51,0.50,0.50,0.53,0.51,0.50,5.11,0.51,false
384,day,23,month_day_hour_min,,0.50,0.52,0.52,0.54,0.49,0.57,0.55,0.55,0.50,0.51,5.25,0.53,false
385,day,23,month_day_hour_min,,0.49,0.52,0.51,0.54,0.48,0.52,0.54,0.55,0.49,0.52,5.16,0.52,false
386,day,23,month_day_hour_min,,0.53,0.58,0.55,0.57,0.52,0.59,0.59,0.55,0.56,0.56,5.60,0.56,false
387,day,23,month_day_hour_min,,0.48,0.49,0.47,0.50,0.46,0.46,0.51,0.50,0.49,0.45,4.81,0.48,false
388,day,23,month_day_hour_min,,0.50,0.48,0.46,0.49,0.47,0.46,0.52,0.49,0.48,0.49,4.84,0.48,false
389,day,23,month_day_hour_min,,0.57,0.55,0.50,0.54,0.53,0.55,0.55,0.54,0.52,0.51,5.36,0.54,false
390,day,23,month_day_hour_min,,0.49,0.48,0.48,0.52,0.48,0.46,0.52,0.48,0.51,0.47,4.89,0.49,false
391,day,23,month_day_hour_min,,0.50,0.48,0.49,0.49,0.48,0.46,0.51,0.50,0.49,0.48,4.88,0.49,false
392,day,23,month_day_hour_min,,0.43,0.46,0.42,0.42,0.43,0.42,0.41,0.46,0.44,0.43,4.32,0.43,false
393,day,23,month_day_hour_min,,0.45,0.45,0.42,0.44,0.42,0.42,0.44,0.45,0.47,0.44,4.40,0.44,false
394,day,23,month_day_hour_min,,0.46,0.47,0.46,0.43,0.45,0.45,0.47,0.46,0.47,0.45,4.57,0.46,false
395,day,23,month_day_hour_min,,0.45,0.43,0.43,0.43,0.43,0.42,0.43,0.43,0.44,0.43,4.32,0.43,false
396,day,23,month_day_hour_min,,0.46,0.45,0.46,0.45,0.46,0.46,0.45,0.44,0.45,0.43,4.51,0.45,false
397,day,24,month_day_hour_min,,0.51,0.50,0.48,0.50,0.52,0.47,0.49,0.50,0.52,0.46,4.95,0.49,false
398,day,24,month_day_hour_min,,0.51,0.49,0.50,0.52,0.50,0.50,0.48,0.50,0.54,0.47,5.01,0.50,false
399,day,24,month_day_hour_min,,0.55,0.50,0.52,0.55,0.51,0.55,0.51,0.52,0.56,0.51,5.28,0.53,false
400,day,24,month_day_hour_min,,0.50,0.49,0.46,0.50,0.46,0.49,0.48,0.47,0.52,0.47,4.84,0.48,false
401,day,24,month_day_hour_min,,0.49,0.49,0.46,0.50,0.45,0.48,0.46,0.45,0.52,0.46,4.76,0.48,false
402,day,24,month_day_hour_min,,0.50,0.50,0.49,0.52,0.48,0.51,0.49,0.48,0.54,0.49,5.00,0.50,false
403,day,24,month_day_hour_min,,0.45,0.46,0.44,0.45,0.41,0.43,0.47,0.46,0.46,0.44,4.47,0.45,false
404,day,24,month_day_hour_min,,0.46,0.47,0.47,0.46,0.43,0.46,0.46,0.45,0.46,0.47,4.59,0.46,false
405,day,24,month_day_hour_min,,0.48,0.47,0.44,0.44,0.44,0.45,0.46,0.47,0.48,0.45,4.58,0.46,false
406,day,24,month_day_hour_min,,0.48,0.51,0.47,0.44,0.45,0.46,0.46,0.47,0.49,0.46,4.69,0.47,false
407,day,24,month_day_hour_min,,0.47,0.46,0.46,0.49,0.46,0.48,0.48,0.47,0.46,0.48,4.71,0.47,false
408,day,24,month_day_hour_min,,0.52,0.49,0.53,0.50,0.52,0.51,0.55,0.56,0.51,0.53,5.22,0.52,false
409,day,24,month_day_hour_min,,0.55,0.50,0.54,0.52,0.55,0.56,0.55,0.57,0.52,0.53,5.39,0.54,false
410,day,24,month_day_hour_min,,0.48,0.47,0.46,0.44,0.45,0.45,0.42,0.48,0.49,0.47,4.61,0.46,false
411,day,24,month_day_hour_min,,0.47,0.49,0.47,0.45,0.45,0.44,0.42,0.47,0.48,0.48,4.62,0.46,false
412,day,24,month_day_hour_min,,0.45,0.48,0.44,0.46,0.47,0.44,0.43,0.48,0.47,0.48,4.60,0.46,false
413,day,24,month_day_hour_min,,0.50,0.51,0.47,0.51,0.51,0.49,0.48,0.52,0.52,0.49,5.00,0.50,false
414,day,24,month_day_hour_min,,0.47,0.48,0.45,0.46,0.44,0.44,0.46,0.44,0.50,0.46,4.60,0.46,false
415,day,24,month_day_hour_min,,0.48,0.49,0.44,0.48,0.47,0.45,0.47,0.45,0.48,0.46,4.67,0.47,false
416,day,24,month_day_hour_min,,0.55,0.54,0.51,0.49,0.51,0.52,0.50,0.49,0.53,0.51,5.15,0.51,false
417,day,25,month_day_hour_min,,0.49,0.48,0.49,0.52,0.49,0.52,0.48,0.48,0.53,0.51,4.99,0.50,false
418,day,25,month_day_hour_min,,0.48,0.49,0.46,0.48,0.46,0.46,0.43,0.49,0.48,0.47,4.70,0.47,false
419,day,25,month_day_hour_min,,0.46,0.45,0.44,0.48,0.43,0.46,0.50,0.48,0.43,0.49,4.62,0.46,false
420,day,25,month_day_hour_min,,0.46,0.49,0.49,0.48,0.47,0.49,0.49,0.47,0.45,0.50,4.79,0.48,false
421,day,25,month_day_hour_min,,0.47,0.48,0.46,0.47,0.45,0.46,0.50,0.48,0.45,0.49,4.71,0.47,false
