num,month,day,hour,min,n_px,ce_px,cs_px,n_p,i_uiip,p_uiip,i_f,p_f,i_uiipu,c_pu_p,p_pu
1435,1,15,21,30,2.50,229.74,0.00,0.820,,19.81,233.13,32.35,352.47,0.07,52.20
1447,1,16,0,30,2.85,418.39,0.00,1.271,,25.72,270.87,33.83,313.47,0.00,53.24
1448,1,16,0,45,2.90,415.74,0.00,1.348,,25.72,269.53,33.95,312.47,0.00,53.33
1450,1,16,1,15,3.00,400.99,0.00,1.503,,25.78,267.07,34.10,315.13,0.00,53.15
1458,1,16,3,15,3.36,326.05,0.00,2.007,,22.65,243.20,34.04,213.40,0.00,52.50
1461,1,16,4,0,3.47,317.67,0.00,2.187,,23.46,243.27,34.10,201.73,0.00,52.65
1468,1,16,5,45,3.72,263.65,0.00,2.637,119.23,21.68,238.53,34.29,191.93,0.00,52.41
1469,1,16,6,0,3.75,248.36,0.00,2.640,121.86,19.51,237.73,34.14,192.20,0.00,52.63
1470,1,16,6,15,3.78,220.93,0.00,2.640,127.24,19.55,236.87,33.92,194.27,0.00,52.36
1471,1,16,6,30,3.80,215.27,0.00,2.640,118.35,19.63,238.00,33.59,194.67,17.79,52.09
1479,1,16,8,30,3.83,0.00,137.40,2.490,85.99,18.98,235.00,33.78,194.00,27.90,52.14
1483,1,16,9,30,,0.00,345.83,2.289,153.47,19.52,253.67,31.42,144.33,25.45,49.76
1486,1,16,10,15,,0.00,336.87,2.159,161.93,19.50,261.07,31.48,145.60,25.62,49.63
1493,1,16,12,0,3.10,0.00,218.17,1.847,100.66,18.81,249.20,31.70,124.73,25.08,49.89
1495,1,16,12,30,3.02,0.00,217.59,1.757,93.72,18.86,248.67,31.75,127.07,25.70,49.97
1496,1,16,12,45,2.98,0.00,178.00,1.713,90.10,19.25,246.40,31.90,153.40,27.37,50.20
1508,1,16,15,45,2.87,173.61,0.00,1.229,83.11,19.97,246.00,32.56,342.53,25.29,52.29
1523,1,16,19,30,2.92,46.29,0.00,0.980,185.20,20.62,245.33,32.64,341.87,25.54,52.12
1525,1,16,20,0,2.92,70.75,0.00,0.980,185.63,20.66,250.00,32.61,341.07,25.12,52.14
1557,1,17,4,0,3.98,292.54,0.00,2.339,397.24,25.71,237.20,34.46,324.13,0.00,53.81
1558,1,17,4,15,4.01,252.70,0.00,2.407,396.69,25.69,240.00,34.29,281.13,0.00,53.18
1563,1,17,5,30,4.08,111.41,0.00,2.657,305.49,21.29,222.53,33.73,188.47,0.00,52.16
1564,1,17,5,45,4.08,39.97,0.05,2.682,207.52,19.93,222.27,33.52,188.07,0.00,52.10
1570,1,17,7,15,3.89,0.00,451.04,2.532,148.76,20.03,262.00,30.80,147.93,25.98,48.03
1575,1,17,8,30,3.52,0.00,464.07,2.325,147.77,18.67,243.13,30.46,175.00,25.61,47.76
1576,1,17,8,45,3.44,0.00,459.21,2.289,147.89,18.67,244.47,30.35,175.00,25.72,47.76
1581,1,17,10,0,,0.00,446.30,2.140,113.89,18.67,249.00,30.00,175.00,24.00,47.76
1584,1,17,10,45,,0.00,384.23,1.920,103.10,18.67,246.00,30.28,175.00,25.62,47.76
1585,1,17,11,0,,0.00,403.88,1.873,102.15,18.67,247.27,30.22,175.00,26.03,47.76
1591,1,17,12,30,2.44,0.00,381.03,1.581,100.81,18.67,257.87,30.23,175.00,25.37,47.76
1593,1,17,13,0,2.32,0.00,393.33,1.510,98.82,19.13,248.93,30.01,149.53,25.83,47.41
1594,1,17,13,15,2.26,0.00,410.69,1.477,99.23,19.71,252.80,29.71,98.13,25.55,47.24
1596,1,17,13,45,2.13,0.00,250.23,1.404,83.60,19.76,238.87,30.71,107.67,25.18,49.42
1599,1,17,14,30,2.04,45.91,14.57,1.307,118.91,20.27,226.87,31.62,290.20,26.62,51.04
1600,1,17,14,45,2.04,45.43,0.00,1.279,110.02,20.23,226.00,31.69,319.73,25.34,51.02
1605,1,17,16,0,2.06,174.33,0.00,1.157,123.80,20.58,245.47,32.12,370.60,25.01,51.85
1607,1,17,16,30,2.09,163.73,0.00,1.123,141.08,20.65,247.67,32.00,368.53,25.84,51.75
1613,1,17,18,0,2.18,106.97,0.00,1.036,137.71,20.70,249.53,31.82,368.27,24.62,51.55
1615,1,17,18,30,2.19,77.25,0.00,1.007,148.86,20.68,249.00,31.82,367.87,26.30,51.59
1617,1,17,19,0,2.20,88.60,0.00,0.974,145.80,20.48,248.53,31.91,367.33,25.83,51.64
1622,1,17,20,15,2.20,44.41,0.05,0.950,180.75,20.97,249.40,31.82,368.47,25.90,51.57
1626,1,17,21,15,2.22,187.25,0.00,0.950,179.40,20.61,245.13,32.14,365.33,0.26,51.87
1630,1,17,22,15,2.32,310.15,0.00,0.950,163.87,20.62,250.07,32.60,360.53,0.00,52.37
1639,1,18,0,30,2.65,265.24,0.00,1.338,353.61,22.70,261.33,32.92,152.93,0.00,51.24
1643,1,18,1,30,2.77,266.11,0.00,1.582,330.75,22.57,250.80,32.81,185.87,0.00,51.07
1648,1,18,2,45,2.93,264.63,0.00,1.914,406.74,24.52,248.07,33.10,146.07,0.00,51.40
1654,1,18,4,15,3.08,214.55,0.00,2.383,354.41,22.40,253.47,33.12,197.20,0.00,51.47
1658,1,18,5,15,3.19,200.23,0.00,2.655,235.91,17.23,255.67,33.33,202.93,0.00,51.67
1663,1,18,6,30,3.27,0.00,127.08,2.681,195.68,20.76,233.67,32.42,126.20,17.87,50.65
1669,1,18,8,0,3.08,9.02,20.53,2.680,230.00,20.59,451.40,33.08,99.07,26.19,50.56
1673,1,18,9,0,2.96,0.00,311.29,2.680,243.72,20.65,125.13,31.16,112.47,26.56,49.18
1674,1,18,9,15,2.90,0.00,362.26,2.681,258.30,20.56,129.93,30.48,39.53,25.23,48.54
1675,1,18,9,30,2.84,0.00,402.49,2.681,261.66,20.63,124.07,30.18,3.53,25.67,47.73
1681,1,18,11,0,2.44,0.00,391.16,2.681,219.44,20.69,133.93,29.90,3.80,25.32,47.85
1687,1,18,12,30,2.12,0.00,277.37,2.689,195.78,20.80,121.47,30.88,132.40,25.38,49.29
1688,1,18,12,45,2.12,0.00,274.20,2.690,196.74,20.82,119.00,31.02,131.00,25.80,49.49
1697,1,18,15,0,1.63,0.00,108.22,2.680,188.55,20.82,215.53,31.02,137.33,26.16,49.12
1698,1,18,15,15,1.60,0.00,81.81,2.683,180.10,20.76,213.67,31.15,133.00,25.43,49.29
1702,1,18,16,15,1.53,0.00,60.28,2.681,183.48,20.49,215.07,31.14,134.13,25.27,49.22
1706,1,18,17,15,1.45,27.53,62.03,2.681,182.22,20.88,218.20,31.00,249.47,25.94,50.02
1708,1,18,17,45,1.44,73.01,0.00,2.681,180.19,20.65,217.33,31.07,349.67,25.21,50.82
1709,1,18,18,0,1.45,30.97,0.09,2.681,173.05,20.67,218.07,31.03,350.80,25.59,50.62
1719,1,18,20,30,1.34,6.12,8.10,2.680,199.87,20.75,262.80,31.25,294.00,25.66,50.13
1732,1,18,23,45,1.68,429.59,0.00,2.681,168.53,17.60,237.00,32.65,372.20,0.00,52.76
1749,1,19,4,0,2.45,316.65,0.00,2.680,178.69,14.71,240.20,32.98,369.53,0.00,52.54
1754,1,19,5,15,2.65,317.76,0.00,2.680,180.19,14.51,242.33,32.86,352.20,0.00,52.73
1756,1,19,5,45,2.72,92.40,0.00,2.680,213.73,20.31,244.53,32.35,207.07,0.00,50.86
1757,1,19,6,0,2.73,23.77,7.47,2.680,236.58,19.11,244.53,32.22,200.60,0.00,50.90
1760,1,19,6,45,2.69,50.93,23.97,2.680,213.70,20.82,303.67,32.56,277.13,25.36,51.46
1761,1,19,7,0,2.69,129.34,10.81,2.680,212.07,20.58,402.53,33.06,276.93,26.29,51.49
1764,1,19,7,45,2.66,20.69,9.74,2.680,229.88,20.48,251.80,32.51,279.73,27.30,51.24
1774,1,19,10,15,2.43,0.00,68.62,2.680,204.25,20.68,252.60,32.08,234.73,26.03,50.52
1792,1,19,14,45,2.18,108.41,0.00,2.680,170.33,20.48,264.13,31.97,329.53,25.68,51.24
1794,1,19,15,15,2.21,159.09,0.00,2.680,160.61,20.76,259.93,32.24,358.00,25.59,51.76
1798,1,19,16,15,2.29,195.85,0.00,2.680,159.62,20.74,259.60,32.23,380.13,25.55,51.97
1799,1,19,16,30,2.31,178.10,0.00,2.680,173.18,20.71,262.73,32.27,380.40,25.94,51.97
1807,1,19,18,30,2.43,120.57,0.00,2.680,205.07,20.84,271.87,32.10,377.47,25.34,52.09
1810,1,19,19,15,2.45,95.77,0.00,2.680,186.43,20.63,269.33,31.95,377.87,25.46,51.94
1811,1,19,19,30,2.45,47.21,0.00,2.680,181.81,20.82,266.67,32.00,379.87,25.30,51.74
1813,1,19,20,0,2.45,73.94,0.00,2.680,199.52,20.76,270.73,32.10,376.47,24.82,52.01
1818,1,19,21,15,2.49,159.24,0.00,2.680,188.25,20.63,248.73,32.38,335.80,0.28,51.88
1824,1,19,22,45,2.65,325.50,0.00,2.680,155.23,20.43,239.60,33.12,341.67,0.00,52.85
1826,1,19,23,15,2.73,382.33,0.00,2.680,138.97,16.62,237.13,33.33,363.27,0.00,53.24
1833,1,20,1,0,3.09,405.62,0.00,2.680,137.61,16.47,252.47,33.99,328.13,0.00,53.59
1837,1,20,2,0,3.30,404.56,0.00,2.680,121.20,16.82,247.60,34.38,306.00,0.00,53.46
1842,1,20,3,15,3.54,320.27,0.00,2.680,111.88,17.08,244.40,33.62,227.87,0.00,52.39
1860,1,20,7,45,3.55,0.00,177.65,2.680,230.36,20.00,245.67,32.69,109.07,25.33,50.90
1868,1,20,9,45,3.16,0.00,331.99,2.680,211.66,20.58,237.73,31.37,40.73,25.84,49.31
1875,1,20,11,30,2.87,0.00,183.16,2.680,232.92,20.20,234.73,31.73,109.53,24.82,49.80
1889,1,20,15,0,2.29,0.00,144.10,2.680,169.82,20.75,214.27,31.40,114.60,0.91,49.53
1891,1,20,15,30,2.23,0.00,118.97,2.680,163.18,20.66,220.33,31.51,110.47,1.00,49.87
1904,1,20,18,45,1.98,30.63,7.67,2.680,181.86,20.73,262.33,31.74,328.07,27.53,51.10
1908,1,20,19,45,1.97,57.49,0.00,2.680,189.99,20.66,265.27,31.50,337.33,27.86,51.06
1910,1,20,20,15,1.97,19.25,0.24,2.680,193.31,20.61,261.33,31.55,337.20,27.17,51.07
1914,1,20,21,15,1.97,154.61,0.00,2.680,154.27,20.62,253.73,31.69,335.60,29.03,51.30
1927,1,21,0,30,2.43,375.29,0.00,2.680,188.03,16.61,234.67,33.22,366.73,23.86,53.05
1941,1,21,4,0,3.02,313.07,0.00,2.680,152.62,15.91,244.67,33.74,364.53,24.24,53.34
1952,1,21,6,45,3.34,0.00,197.63,2.680,189.65,20.02,226.87,32.38,110.27,28.17,50.46
1958,1,21,8,15,3.05,0.00,339.61,2.680,237.31,20.65,249.13,30.86,1.80,27.65,48.74
1959,1,21,8,30,2.99,0.00,361.80,2.680,236.13,20.53,252.07,30.67,2.20,28.27,48.71
1960,1,21,8,45,2.93,0.00,335.46,2.680,259.47,20.71,248.33,30.94,1.87,28.80,48.90
1972,1,21,11,45,2.32,0.00,137.20,2.680,226.90,20.63,267.13,31.48,116.00,27.92,49.57
1980,1,21,13,45,1.98,0.00,228.01,2.680,203.88,20.89,275.60,30.79,57.20,27.56,48.86
1984,1,21,14,45,1.85,0.00,130.29,2.680,185.51,20.71,269.33,31.20,121.33,27.48,49.24
1986,1,21,15,15,1.80,0.00,83.82,2.680,182.98,20.72,270.20,31.12,120.00,27.09,49.29
1989,1,21,16,0,1.79,142.55,0.00,2.680,171.83,20.75,264.40,31.56,326.13,27.52,50.97
1991,1,21,16,30,1.82,125.98,0.00,2.680,190.22,20.49,264.93,31.51,327.80,28.23,50.82
1994,1,21,17,15,1.84,101.85,0.00,2.680,180.06,20.68,261.47,31.74,326.87,27.98,50.97
2007,1,21,20,30,1.88,81.81,0.00,2.680,173.76,20.71,252.87,31.62,326.53,28.36,51.09
2017,1,21,23,0,2.09,296.34,0.00,2.680,111.45,17.16,250.47,32.59,376.13,30.83,52.52
2026,1,22,1,15,2.55,447.91,0.00,2.680,100.83,17.59,255.33,33.71,364.20,23.06,53.63
2030,1,22,2,15,2.77,454.28,0.00,2.680,92.02,17.42,255.67,33.69,361.00,22.69,53.52
2039,1,22,4,30,3.27,429.19,0.00,2.680,104.04,16.97,254.73,34.33,355.67,23.57,54.23
2053,1,22,8,0,3.56,0.00,320.66,2.679,192.41,20.18,277.00,31.77,3.27,27.28,49.55
2061,1,22,10,0,3.12,0.00,411.51,2.680,258.04,20.65,287.67,30.81,3.27,26.18,48.59
2086,1,22,16,15,1.94,0.00,50.30,2.680,189.23,20.76,246.93,31.41,126.20,28.46,49.69
2092,1,22,17,45,1.86,0.00,61.92,2.679,173.30,20.65,270.80,31.30,125.40,27.07,49.46
2096,1,22,18,45,1.83,128.07,0.00,2.679,184.13,20.17,268.20,31.48,313.20,28.28,50.82
2106,1,22,21,15,1.97,244.46,0.00,2.680,157.19,19.87,258.73,32.07,376.27,29.26,52.05
2107,1,22,21,30,2.00,272.66,0.00,2.680,147.75,19.47,257.93,31.95,375.53,28.84,52.03
2115,1,22,23,30,2.28,376.64,0.00,2.679,127.91,17.15,254.27,32.97,368.67,28.11,52.94
2125,1,23,2,0,2.81,434.45,0.00,2.680,88.93,17.06,252.27,34.06,360.33,23.77,53.90
2126,1,23,2,15,2.87,450.61,0.00,2.680,93.91,16.94,249.33,34.27,359.73,23.51,54.04
2133,1,23,4,0,3.26,429.01,0.00,2.679,99.92,17.20,246.47,34.52,352.40,22.87,54.30
2141,1,23,6,0,3.70,391.44,0.00,2.680,153.47,20.50,249.00,34.87,353.73,31.32,54.45
2142,1,23,6,15,3.75,342.84,0.00,2.679,121.74,20.77,261.73,34.30,301.33,30.97,53.65
2146,1,23,7,15,3.85,72.38,0.00,2.680,,20.71,232.87,33.45,194.47,29.57,51.91
2148,1,23,7,45,3.85,0.00,39.64,2.680,,20.53,223.80,33.42,194.67,30.24,51.82
2152,1,23,8,45,3.73,0.00,383.54,2.680,,19.17,255.07,31.29,2.60,27.99,48.95
2154,1,23,9,15,3.60,0.00,466.43,2.678,,16.59,265.80,30.42,2.80,28.24,48.16
2155,1,23,9,30,3.53,0.00,440.49,2.679,,18.24,262.13,30.69,2.80,27.35,48.48
2162,1,23,11,15,3.07,0.00,266.49,2.679,,20.63,249.27,31.61,125.13,27.09,49.78
2167,1,23,12,30,2.85,0.00,216.63,2.679,,20.67,249.47,31.53,98.20,27.51,49.69
2169,1,23,13,0,2.77,0.00,318.91,2.680,,20.69,256.33,30.99,3.13,26.61,48.79
2182,1,23,16,15,2.40,0.00,51.50,2.676,,20.74,238.60,31.63,122.47,29.17,50.02
2183,1,23,16,30,2.38,0.00,65.92,2.680,,20.78,238.07,31.68,123.47,27.87,50.03
2194,1,23,19,15,2.41,122.30,0.00,2.679,173.82,20.04,266.93,32.17,375.40,27.83,52.09
2199,1,23,20,30,2.46,137.97,0.00,2.679,170.40,20.20,257.93,32.07,376.87,28.13,51.88
2205,1,23,22,0,2.59,264.76,0.00,2.679,163.91,20.31,244.93,32.98,369.13,29.54,52.82
2206,1,23,22,15,2.63,244.02,0.00,2.680,156.27,20.28,249.80,32.69,371.47,29.79,52.55
2210,1,23,23,15,2.76,318.67,0.00,2.678,146.01,17.63,246.27,32.97,369.60,30.84,52.81
2214,1,24,0,15,2.94,375.35,0.00,2.677,187.76,16.48,253.20,33.45,362.80,23.96,53.27
2215,1,24,0,30,2.98,385.75,0.00,2.677,182.84,16.72,267.53,34.02,360.13,24.56,53.70
2216,1,24,0,45,3.03,384.06,0.00,2.679,172.26,16.64,274.00,34.02,358.67,23.87,53.79
2219,1,24,1,30,3.17,388.80,0.00,2.679,153.18,17.62,268.80,34.08,360.53,23.62,53.79
2223,1,24,2,30,3.36,330.25,0.00,2.678,155.21,17.63,236.87,33.73,363.27,23.34,53.55
2224,1,24,2,45,3.40,340.81,0.00,2.679,149.85,17.50,236.33,33.80,362.73,22.99,53.58
2239,1,24,6,30,3.73,0.00,176.17,2.679,194.23,20.75,245.73,33.15,117.33,28.31,51.15
2240,1,24,6,45,3.70,0.00,156.10,2.680,180.38,20.71,252.87,32.63,117.20,27.82,50.71
2241,1,24,7,0,3.67,0.00,198.79,2.679,188.77,20.56,254.93,32.46,102.87,28.32,50.54
2257,1,24,11,0,,0.00,204.39,2.680,211.12,20.65,225.87,31.88,108.00,28.38,49.83
2260,1,24,11,45,2.83,0.00,180.89,2.608,75.39,19.44,229.07,31.71,108.60,28.41,49.87
2275,1,24,15,30,2.15,0.00,132.80,1.671,0.23,17.51,231.33,31.52,1.53,0.00,49.31
2276,1,24,15,45,2.12,0.00,141.45,1.606,0.22,17.63,235.67,31.20,1.53,0.00,49.24
2281,1,24,17,0,2.09,170.04,0.00,1.430,192.97,21.95,227.20,31.88,380.67,0.00,51.93
2285,1,24,18,0,2.17,114.01,0.00,1.430,197.00,21.54,228.20,31.84,381.40,0.00,51.99
2286,1,24,18,15,2.18,100.40,0.00,1.416,90.19,16.44,228.13,31.82,371.87,0.00,51.78
2290,1,24,19,15,2.19,55.07,0.00,1.191,38.48,18.05,231.33,31.50,343.13,0.00,51.22
2299,1,24,21,30,2.22,162.33,0.00,0.745,139.11,20.79,249.60,31.93,274.13,0.00,51.04
2302,1,24,22,15,2.27,217.74,0.00,0.706,137.63,20.65,245.13,32.24,270.60,0.00,51.17
2308,1,24,23,45,2.48,385.90,0.00,0.864,301.57,22.65,229.13,33.46,319.80,0.00,53.03
2316,1,25,1,45,2.87,378.57,0.00,1.353,331.97,23.62,228.40,33.50,322.00,0.00,52.85
2333,1,25,6,0,3.58,190.10,0.00,2.639,203.60,22.66,237.53,33.59,367.33,0.00,53.43
2339,1,25,7,30,3.52,0.00,344.53,2.451,69.50,18.65,250.40,31.24,71.20,25.55,49.06
2340,1,25,7,45,3.47,0.00,365.36,2.403,70.39,16.78,224.87,31.23,71.27,26.78,48.85
2343,1,25,8,30,3.29,0.00,389.77,2.253,66.62,17.57,229.67,30.76,67.47,24.70,48.44
2354,1,25,11,15,2.62,0.00,44.59,1.599,117.34,19.69,214.07,31.86,288.87,0.00,51.27
2355,1,25,11,30,2.61,1.55,26.39,1.558,117.77,19.68,209.60,32.14,302.93,0.00,51.35
2356,1,25,11,45,2.60,2.89,19.39,1.518,122.08,19.71,212.20,31.99,325.07,0.00,51.39
2357,1,25,12,0,2.59,20.01,5.41,1.478,111.23,19.84,235.80,32.22,321.13,0.00,51.61
2358,1,25,12,15,2.59,46.04,0.00,1.438,109.49,19.73,246.00,32.25,321.20,0.00,51.60
2365,1,25,14,0,2.51,0.00,84.89,1.221,163.55,20.90,250.67,31.73,205.27,0.00,50.51
2367,1,25,14,30,2.48,0.00,56.71,1.183,157.47,20.83,246.07,32.05,202.93,0.00,50.48
2375,1,25,16,30,2.44,17.36,3.52,1.052,166.63,20.76,225.27,31.80,202.87,0.00,50.50
2382,1,25,18,15,2.25,0.00,274.70,0.755,37.13,17.85,240.93,30.68,38.00,0.00,48.54
2385,1,25,19,0,2.11,0.00,300.92,0.581,37.02,17.99,244.13,30.38,37.60,0.00,48.15
2386,1,25,19,15,2.06,6.41,232.59,0.522,48.83,17.67,237.27,30.73,90.27,0.00,49.29
2390,1,25,20,15,2.01,64.09,0.00,0.460,227.09,20.99,252.40,31.52,380.60,0.00,51.54
2393,1,25,21,0,2.03,135.66,0.00,0.460,209.28,21.65,240.40,32.03,379.13,0.00,51.90
2401,1,25,23,0,2.26,320.11,0.00,0.482,338.32,22.68,225.00,32.76,345.20,0.00,52.39
2403,1,25,23,30,2.33,330.00,0.00,0.615,364.57,23.80,225.07,32.74,300.47,0.00,52.12
2407,1,26,0,30,2.49,266.01,0.00,0.853,392.10,23.69,225.73,32.77,259.93,0.00,51.58
2408,1,26,0,45,2.53,267.53,0.00,0.905,387.29,23.60,227.13,32.71,251.00,0.00,51.62
2423,1,26,4,30,3.07,312.54,0.00,1.900,445.06,26.34,219.47,33.46,366.67,0.00,53.44
2426,1,26,5,15,3.21,330.48,0.00,2.141,434.55,27.32,295.33,33.84,322.13,0.00,53.21
2428,1,26,5,45,3.28,252.95,0.00,2.277,247.43,20.78,299.40,33.25,349.27,0.00,52.85
2431,1,26,6,30,3.34,24.21,144.63,2.271,124.28,18.88,245.20,32.16,212.20,16.19,51.03
2432,1,26,6,45,3.32,0.00,356.09,2.229,75.08,18.52,256.67,31.29,76.33,25.36,49.00
2433,1,26,7,0,3.27,0.00,375.58,2.183,76.37,18.29,259.40,31.05,77.00,25.26,48.59
2434,1,26,7,15,3.21,0.00,434.50,2.140,75.81,18.40,251.93,30.54,76.00,26.28,47.99
2448,1,26,10,45,,,,,,,,,,,
2455,1,26,12,30,,,,,,,,,,,
2460,1,26,13,45,,,,,,,,,,,
2463,1,26,14,30,,,,,,,,,,,
2464,1,26,14,45,,,,,,,,,,,
2467,1,26,15,30,,,,,,,,,,,
2469,1,26,16,0,,,,,,,,,,,
2475,1,26,17,30,,,,,,,,,,,
2478,1,26,18,15,,,,,,,,,,,
2486,1,26,20,15,,,,,,,,,,,
2488,1,26,20,45,,,,,,,,,,,
2506,1,27,1,15,,,,,,,,,,,
2516,1,27,3,45,,,,,,,,,,,
2520,1,27,4,45,,,,,,,,,,,
2524,1,27,5,45,,,,,,,,,,,
2526,1,27,6,15,,,,,,,,,,,
2527,1,27,6,30,,,,,,,,,,,
2528,1,27,6,45,,,,,,,,,,,
2529,1,27,7,0,,,,,,,,,,,
2532,1,27,7,45,,,,,,,,,,,
2536,1,27,8,45,,,,,,,,,,,
2550,1,27,12,15,,,,,,,,,,,
2569,1,27,17,0,,,,,,,,,,,
2574,1,27,18,15,,,,,,,,,,,
2576,1,27,18,45,,,,,,,,,,,
2577,1,27,19,0,,,,,,,,,,,
2588,1,27,21,45,,,,,,,,,,,
2599,1,28,0,30,,,,,,,,,,,
2600,1,28,0,45,,,,,,,,,,,
2613,1,28,4,0,,,,,,,,,,,
2614,1,28,4,15,,,,,,,,,,,
2640,1,28,10,45,,,,,,,,,,,
2645,1,28,12,0,,,,,,,,,,,
2655,1,28,14,30,,,,,,,,,,,
2666,1,28,17,15,,,,,,,,,,,
2673,1,28,19,0,,,,,,,,,,,
2674,1,28,19,15,,,,,,,,,,,
2688,1,28,22,45,,,,,,,,,,,
2689,1,28,23,0,,,,,,,,,,,
2693,1,29,0,0,,,,,,,,,,,
2704,1,29,2,45,,,,,,,,,,,
2706,1,29,3,15,,,,,,,,,,,
2709,1,29,4,0,,,,,,,,,,,
2710,1,29,4,15,,,,,,,,,,,
2711,1,29,4,30,,,,,,,,,,,
2720,1,29,6,45,,,,,,,,,,,
2722,1,29,7,15,,,,,,,,,,,
2723,1,29,7,30,,,,,,,,,,,
2725,1,29,8,0,,,,,,,,,,,
2726,1,29,8,15,,,,,,,,,,,
2739,1,29,11,30,,,,,,,,,,,
2743,1,29,12,30,,,,,,,,,,,
2751,1,29,14,30,,,,,,,,,,,
2754,1,29,15,15,,,,,,,,,,,
2761,1,29,17,0,,,,,,,,,,,
2763,1,29,17,30,,,,,,,,,,,
2771,1,29,19,30,,,,,,,,,,,
2780,1,29,21,45,,,,,,,,,,,
2781,1,29,22,0,,,,,,,,,,,
2785,1,29,23,0,,,,,,,,,,,
2797,1,30,2,0,,,,,,,,,,,
2802,1,30,3,15,,,,,,,,,,,
2805,1,30,4,0,,,,,,,,,,,
2807,1,30,4,30,,,,,,,,,,,
2811,1,30,5,30,,,,,,,,,,,
2813,1,30,6,0,,,,,,,,,,,
2815,1,30,6,30,,,,,,,,,,,
2821,1,30,8,0,,,,,,,,,,,
2824,1,30,8,45,,,,,,,,,,,
2825,1,30,9,0,,,,,,,,,,,
2827,1,30,9,30,,,,,,,,,,,
2828,1,30,9,45,,,,,,,,,,,
2835,1,30,11,30,,,,,,,,,,,
2837,1,30,12,0,,,,,,,,,,,
2838,1,30,12,15,,,,,,,,,,,
2842,1,30,13,15,,,,,,,,,,,
2847,1,30,14,30,,,,,,,,,,,
2851,1,30,15,30,,,,,,,,,,,
2852,1,30,15,45,,,,,,,,,,,
2858,1,30,17,15,,,,,,,,,,,
2867,1,30,19,30,,,,,,,,,,,
2871,1,30,20,30,,,,,,,,,,,
2879,1,30,22,30,,,,,,,,,,,
2882,1,30,23,15,,,,,,,,,,,
2888,1,31,0,45,,,,,,,,,,,
2897,1,31,3,0,,,,,,,,,,,
2901,1,31,4,0,,,,,,,,,,,
2905,1,31,5,0,,,,,,,,,,,
2909,1,31,6,0,,,,,,,,,,,
2918,1,31,8,15,,,,,,,,,,,
2919,1,31,8,30,,,,,,,,,,,
2921,1,31,9,0,,,,,,,,,,,
2922,1,31,9,15,,,,,,,,,,,
2932,1,31,11,45,,,,,,,,,,,
2934,1,31,12,15,,,,,,,,,,,
2938,1,31,13,15,,,,,,,,,,,
2940,1,31,13,45,,,,,,,,,,,
2941,1,31,14,0,,,,,,,,,,,
2947,1,31,15,30,,,,,,,,,,,
2953,1,31,17,0,,,,,,,,,,,
2955,1,31,17,30,,,,,,,,,,,
2956,1,31,17,45,,,,,,,,,,,
2957,1,31,18,0,,,,,,,,,,,
2961,1,31,19,0,,,,,,,,,,,
2967,1,31,20,30,,,,,,,,,,,
2978,1,31,23,15,,,,,,,,,,,
2985,2,1,1,0,,,,,,,,,,,
2997,2,1,4,0,,,,,,,,,,,
2998,2,1,4,15,,,,,,,,,,,
3003,2,1,5,30,,,,,,,,,,,
3020,2,1,9,45,,,,,,,,,,,
3027,2,1,11,30,,,,,,,,,,,
3035,2,1,13,30,,,,,,,,,,,
3040,2,1,14,45,,,,,,,,,,,
3041,2,1,15,0,,,,,,,,,,,
3043,2,1,15,30,,,,,,,,,,,
3044,2,1,15,45,,,,,,,,,,,
3046,2,1,16,15,,,,,,,,,,,
3047,2,1,16,30,,,,,,,,,,,
3049,2,1,17,0,,,,,,,,,,,
3057,2,1,19,0,,,,,,,,,,,
3061,2,1,20,0,,,,,,,,,,,
3066,2,1,21,15,,,,,,,,,,,
3069,2,1,22,0,,,,,,,,,,,
3077,2,2,0,0,,,,,,,,,,,
3082,2,2,1,15,,,,,,,,,,,
3088,2,2,2,45,,,,,,,,,,,
3093,2,2,4,0,,,,,,,,,,,
3097,2,2,5,0,,,,,,,,,,,
3098,2,2,5,15,,,,,,,,,,,
3103,2,2,6,30,,,,,,,,,,,
3104,2,2,6,45,,,,,,,,,,,
3106,2,2,7,15,,,,,,,,,,,
3108,2,2,7,45,,,,,,,,,,,
3111,2,2,8,30,,,,,,,,,,,
3112,2,2,8,45,,,,,,,,,,,
3120,2,2,10,45,,,,,,,,,,,
3128,2,2,12,45,,,,,,,,,,,
3132,2,2,13,45,,,,,,,,,,,
3133,2,2,14,0,,,,,,,,,,,
3141,2,2,16,0,,,,,,,,,,,
3144,2,2,16,45,,,,,,,,,,,
3148,2,2,17,45,,,,,,,,,,,
3156,2,2,19,45,,,,,,,,,,,
3160,2,2,20,45,,,,,,,,,,,
3161,2,2,21,0,,,,,,,,,,,
3173,2,3,0,0,,,,,,,,,,,
3174,2,3,0,15,,,,,,,,,,,
3177,2,3,1,0,,,,,,,,,,,
3179,2,3,1,30,,,,,,,,,,,
3190,2,3,4,15,,,,,,,,,,,
3203,2,3,7,30,,,,,,,,,,,
3225,2,3,13,0,,,,,,,,,,,
3233,2,3,15,0,2.65,116.60,0.00,1.009,156.97,20.66,220.40,32.30,373.47,0.00,52.27
3236,2,3,15,45,2.70,174.67,0.00,0.952,142.85,20.84,221.53,32.24,374.33,0.00,52.24
3238,2,3,16,15,2.73,150.61,0.00,0.915,148.35,20.89,217.80,32.52,375.93,0.00,52.54
