month,day,hour,min,n_px,ce_px,cs_px,n_p,i_uiip,p_uiip,i_f,p_f,i_uiipu,c_pu_p,p_pu
1,17,12,30,2.44,0,381.03,1.581,100.81,18.67,257.87,30.23,175,25.37,47.76
1,17,13,0,2.32,0,393.33,1.51,98.82,19.13,248.93,30.01,149.53,25.83,47.41
1,17,13,15,2.26,0,410.69,1.477,99.23,19.71,252.8,29.71,98.13,25.55,47.24
1,17,13,45,2.13,0,250.23,1.404,83.6,19.76,238.87,30.71,107.67,25.18,49.42
1,17,14,30,2.04,45.91,14.57,1.307,118.91,20.27,226.87,31.62,290.2,26.62,51.04
1,17,14,45,2.04,45.43,0,1.279,110.02,20.23,226,31.69,319.73,25.34,51.02
1,17,16,0,2.06,174.33,0,1.157,123.8,20.58,245.47,32.12,370.6,25.01,51.85
1,17,16,30,2.09,163.73,0,1.123,141.08,20.65,247.67,32,368.53,25.84,51.75
1,17,18,0,2.18,106.97,0,1.036,137.71,20.7,249.53,31.82,368.27,24.62,51.55
1,17,18,30,2.19,77.25,0,1.007,148.86,20.68,249,31.82,367.87,26.3,51.59
1,17,19,0,2.2,88.6,0,0.974,145.8,20.48,248.53,31.91,367.33,25.83,51.64
1,17,20,15,2.2,44.41,0.05,0.95,180.75,20.97,249.4,31.82,368.47,25.9,51.57
1,17,21,15,2.22,187.25,0,0.95,179.4,20.61,245.13,32.14,365.33,0.26,51.87
1,17,22,15,2.32,310.15,0,0.95,163.87,20.62,250.07,32.6,360.53,0,52.37
1,18,0,30,2.65,265.24,0,1.338,353.61,22.7,261.33,32.92,152.93,0,51.24
1,18,1,30,2.77,266.11,0,1.582,330.75,22.57,250.8,32.81,185.87,0,51.07
1,18,2,45,2.93,264.63,0,1.914,406.74,24.52,248.07,33.1,146.07,0,51.4
1,18,4,15,3.08,214.55,0,2.383,354.41,22.4,253.47,33.12,197.2,0,51.47
1,18,5,15,3.19,200.23,0,2.655,235.91,17.23,255.67,33.33,202.93,0,51.67
1,18,6,30,3.27,0,127.08,2.681,195.68,20.76,233.67,32.42,126.2,17.87,50.65
1,18,8,0,3.08,9.02,20.53,2.68,230,20.59,451.4,33.08,99.07,26.19,50.56
1,18,9,0,2.96,0,311.29,2.68,243.72,20.65,125.13,31.16,112.47,26.56,49.18
1,18,9,15,2.9,0,362.26,2.681,258.3,20.56,129.93,30.48,39.53,25.23,48.54
1,18,9,30,2.84,0,402.49,2.681,261.66,20.63,124.07,30.18,3.53,25.67,47.73
1,18,11,0,2.44,0,391.16,2.681,219.44,20.69,133.93,29.9,3.8,25.32,47.85
1,18,12,30,2.12,0,277.37,2.689,195.78,20.8,121.47,30.88,132.4,25.38,49.29
1,18,12,45,2.12,0,274.2,2.69,196.74,20.82,119,31.02,131,25.8,49.49
1,18,15,0,1.63,0,108.22,2.68,188.55,20.82,215.53,31.02,137.33,26.16,49.12
1,18,15,15,1.6,0,81.81,2.683,180.1,20.76,213.67,31.15,133,25.43,49.29
1,18,16,15,1.53,0,60.28,2.681,183.48,20.49,215.07,31.14,134.13,25.27,49.22
1,18,17,15,1.45,27.53,62.03,2.681,182.22,20.88,218.2,31,249.47,25.94,50.02
1,18,17,45,1.44,73.01,0,2.681,180.19,20.65,217.33,31.07,349.67,25.21,50.82
1,18,18,0,1.45,30.97,0.09,2.681,173.05,20.67,218.07,31.03,350.8,25.59,50.62
1,18,20,30,1.34,6.12,8.1,2.68,199.87,20.75,262.8,31.25,294,25.66,50.13
1,18,23,45,1.68,429.59,0,2.681,168.53,17.6,237,32.65,372.2,0,52.76
1,19,4,0,2.45,316.65,0,2.68,178.69,14.71,240.2,32.98,369.53,0,52.54
1,19,5,15,2.65,317.76,0,2.68,180.19,14.51,242.33,32.86,352.2,0,52.73
1,19,5,45,2.72,92.4,0,2.68,213.73,20.31,244.53,32.35,207.07,0,50.86
1,19,6,0,2.73,23.77,7.47,2.68,236.58,19.11,244.53,32.22,200.6,0,50.9
1,19,6,45,2.69,50.93,23.97,2.68,213.7,20.82,303.67,32.56,277.13,25.36,51.46
1,19,7,0,2.69,129.34,10.81,2.68,212.07,20.58,402.53,33.06,276.93,26.29,51.49
1,19,7,45,2.66,20.69,9.74,2.68,229.88,20.48,251.8,32.51,279.73,27.3,51.24
1,19,10,15,2.43,0,68.62,2.68,204.25,20.68,252.6,32.08,234.73,26.03,50.52
1,19,14,45,2.18,108.41,0,2.68,170.33,20.48,264.13,31.97,329.53,25.68,51.24
1,19,15,15,2.21,159.09,0,2.68,160.61,20.76,259.93,32.24,358,25.59,51.76
1,19,16,15,2.29,195.85,0,2.68,159.62,20.74,259.6,32.23,380.13,25.55,51.97
1,19,16,30,2.31,178.1,0,2.68,173.18,20.71,262.73,32.27,380.4,25.94,51.97
1,19,18,30,2.43,120.57,0,2.68,205.07,20.84,271.87,32.1,377.47,25.34,52.09
1,19,19,15,2.45,95.77,0,2.68,186.43,20.63,269.33,31.95,377.87,25.46,51.94
1,19,19,30,2.45,47.21,0,2.68,181.81,20.82,266.67,32,379.87,25.3,51.74
1,19,20,0,2.45,73.94,0,2.68,199.52,20.76,270.73,32.1,376.47,24.82,52.01
1,19,21,15,2.49,159.24,0,2.68,188.25,20.63,248.73,32.38,335.8,0.28,51.88
1,19,22,45,2.65,325.5,0,2.68,155.23,20.43,239.6,33.12,341.67,0,52.85
1,19,23,15,2.73,382.33,0,2.68,138.97,16.62,237.13,33.33,363.27,0,53.24
1,20,1,0,3.09,405.62,0,2.68,137.61,16.47,252.47,33.99,328.13,0,53.59
1,20,2,0,3.3,404.56,0,2.68,121.2,16.82,247.6,34.38,306,0,53.46
1,20,3,15,3.54,320.27,0,2.68,111.88,17.08,244.4,33.62,227.87,0,52.39
1,20,7,45,3.55,0,177.65,2.68,230.36,20,245.67,32.69,109.07,25.33,50.9
1,20,9,45,3.16,0,331.99,2.68,211.66,20.58,237.73,31.37,40.73,25.84,49.31
1,20,11,30,2.87,0,183.16,2.68,232.92,20.2,234.73,31.73,109.53,24.82,49.8
1,20,15,0,2.29,0,144.1,2.68,169.82,20.75,214.27,31.4,114.6,0.91,49.53
1,20,15,30,2.23,0,118.97,2.68,163.18,20.66,220.33,31.51,110.47,1,49.87
1,20,18,45,1.98,30.63,7.67,2.68,181.86,20.73,262.33,31.74,328.07,27.53,51.1
1,20,19,45,1.97,57.49,0,2.68,189.99,20.66,265.27,31.5,337.33,27.86,51.06
1,20,20,15,1.97,19.25,0.24,2.68,193.31,20.61,261.33,31.55,337.2,27.17,51.07
1,20,21,15,1.97,154.61,0,2.68,154.27,20.62,253.73,31.69,335.6,29.03,51.3
1,21,0,30,2.43,375.29,0,2.68,188.03,16.61,234.67,33.22,366.73,23.86,53.05
1,21,4,0,3.02,313.07,0,2.68,152.62,15.91,244.67,33.74,364.53,24.24,53.34
1,21,6,45,3.34,0,197.63,2.68,189.65,20.02,226.87,32.38,110.27,28.17,50.46
1,21,8,15,3.05,0,339.61,2.68,237.31,20.65,249.13,30.86,1.8,27.65,48.74
1,21,8,30,2.99,0,361.8,2.68,236.13,20.53,252.07,30.67,2.2,28.27,48.71
1,21,8,45,2.93,0,335.46,2.68,259.47,20.71,248.33,30.94,1.87,28.8,48.9
1,21,11,45,2.32,0,137.2,2.68,226.9,20.63,267.13,31.48,116,27.92,49.57
1,21,13,45,1.98,0,228.01,2.68,203.88,20.89,275.6,30.79,57.2,27.56,48.86
1,21,14,45,1.85,0,130.29,2.68,185.51,20.71,269.33,31.2,121.33,27.48,49.24
1,21,15,15,1.8,0,83.82,2.68,182.98,20.72,270.2,31.12,120,27.09,49.29
1,21,16,0,1.79,142.55,0,2.68,171.83,20.75,264.4,31.56,326.13,27.52,50.97
1,21,16,30,1.82,125.98,0,2.68,190.22,20.49,264.93,31.51,327.8,28.23,50.82
1,21,17,15,1.84,101.85,0,2.68,180.06,20.68,261.47,31.74,326.87,27.98,50.97
1,21,20,30,1.88,81.81,0,2.68,173.76,20.71,252.87,31.62,326.53,28.36,51.09
1,21,23,0,2.09,296.34,0,2.68,111.45,17.16,250.47,32.59,376.13,30.83,52.52
1,22,1,15,2.55,447.91,0,2.68,100.83,17.59,255.33,33.71,364.2,23.06,53.63
1,22,2,15,2.77,454.28,0,2.68,92.02,17.42,255.67,33.69,361,22.69,53.52
1,22,4,30,3.27,429.19,0,2.68,104.04,16.97,254.73,34.33,355.67,23.57,54.23
1,22,8,0,3.56,0,320.66,2.679,192.41,20.18,277,31.77,3.27,27.28,49.55
1,22,10,0,3.12,0,411.51,2.68,258.04,20.65,287.67,30.81,3.27,26.18,48.59
1,22,16,15,1.94,0,50.3,2.68,189.23,20.76,246.93,31.41,126.2,28.46,49.69
1,22,17,45,1.86,0,61.92,2.679,173.3,20.65,270.8,31.3,125.4,27.07,49.46
1,22,18,45,1.83,128.07,0,2.679,184.13,20.17,268.2,31.48,313.2,28.28,50.82
1,22,21,15,1.97,244.46,0,2.68,157.19,19.87,258.73,32.07,376.27,29.26,52.05
1,22,21,30,2,272.66,0,2.68,147.75,19.47,257.93,31.95,375.53,28.84,52.03
1,22,23,30,2.28,376.64,0,2.679,127.91,17.15,254.27,32.97,368.67,28.11,52.94
1,23,2,0,2.81,434.45,0,2.68,88.93,17.06,252.27,34.06,360.33,23.77,53.9
1,23,2,15,2.87,450.61,0,2.68,93.91,16.94,249.33,34.27,359.73,23.51,54.04
1,23,4,0,3.26,429.01,0,2.679,99.92,17.2,246.47,34.52,352.4,22.87,54.3
1,23,6,0,3.7,391.44,0,2.68,153.47,20.5,249,34.87,353.73,31.32,54.45
1,23,6,15,3.75,342.84,0,2.679,121.74,20.77,261.73,34.3,301.33,30.97,53.65
1,23,7,15,3.85,72.38,0,2.68,0,20.71,232.87,33.45,194.47,29.57,51.91
1,23,7,45,3.85,0,39.64,2.68,0,20.53,223.8,33.42,194.67,30.24,51.82
1,23,8,45,3.73,0,383.54,2.68,0,19.17,255.07,31.29,2.6,27.99,48.95
1,23,9,15,3.6,0,466.43,2.678,0,16.59,265.8,30.42,2.8,28.24,48.16
1,23,9,30,3.53,0,440.49,2.679,0,18.24,262.13,30.69,2.8,27.35,48.48
1,23,11,15,3.07,0,266.49,2.679,0,20.63,249.27,31.61,125.13,27.09,49.78
1,23,12,30,2.85,0,216.63,2.679,0,20.67,249.47,31.53,98.2,27.51,49.69
1,23,13,0,2.77,0,318.91,2.68,0,20.69,256.33,30.99,3.13,26.61,48.79
1,23,16,15,2.4,0,51.5,2.676,0,20.74,238.6,31.63,122.47,29.17,50.02
1,23,16,30,2.38,0,65.92,2.68,0,20.78,238.07,31.68,123.47,27.87,50.03
1,23,19,15,2.41,122.3,0,2.679,173.82,20.04,266.93,32.17,375.4,27.83,52.09
1,23,20,30,2.46,137.97,0,2.679,170.4,20.2,257.93,32.07,376.87,28.13,51.88
1,23,22,0,2.59,264.76,0,2.679,163.91,20.31,244.93,32.98,369.13,29.54,52.82
1,23,22,15,2.63,244.02,0,2.68,156.27,20.28,249.8,32.69,371.47,29.79,52.55
1,23,23,15,2.76,318.67,0,2.678,146.01,17.63,246.27,32.97,369.6,30.84,52.81
1,24,0,15,2.94,375.35,0,2.677,187.76,16.48,253.2,33.45,362.8,23.96,53.27
1,24,0,30,2.98,385.75,0,2.677,182.84,16.72,267.53,34.02,360.13,24.56,53.7
1,24,0,45,3.03,384.06,0,2.679,172.26,16.64,274,34.02,358.67,23.87,53.79
1,24,1,30,3.17,388.8,0,2.679,153.18,17.62,268.8,34.08,360.53,23.62,53.79
1,24,2,30,3.36,330.25,0,2.678,155.21,17.63,236.87,33.73,363.27,23.34,53.55
1,24,2,45,3.4,340.81,0,2.679,149.85,17.5,236.33,33.8,362.73,22.99,53.58
1,24,6,30,3.73,0,176.17,2.679,194.23,20.75,245.73,33.15,117.33,28.31,51.15
1,24,6,45,3.7,0,156.1,2.68,180.38,20.71,252.87,32.63,117.2,27.82,50.71
1,24,7,0,3.67,0,198.79,2.679,188.77,20.56,254.93,32.46,102.87,28.32,50.54
1,24,11,0,0,0,204.39,2.68,211.12,20.65,225.87,31.88,108,28.38,49.83
1,24,11,45,2.83,0,180.89,2.608,75.39,19.44,229.07,31.71,108.6,28.41,49.87
1,24,15,30,2.15,0,132.8,1.671,0.23,17.51,231.33,31.52,1.53,0,49.31
1,24,15,45,2.12,0,141.45,1.606,0.22,17.63,235.67,31.2,1.53,0,49.24
1,24,17,0,2.09,170.04,0,1.43,192.97,21.95,227.2,31.88,380.67,0,51.93
1,24,18,0,2.17,114.01,0,1.43,197,21.54,228.2,31.84,381.4,0,51.99
1,24,18,15,2.18,100.4,0,1.416,90.19,16.44,228.13,31.82,371.87,0,51.78
1,24,19,15,2.19,55.07,0,1.191,38.48,18.05,231.33,31.5,343.13,0,51.22
1,24,21,30,2.22,162.33,0,0.745,139.11,20.79,249.6,31.93,274.13,0,51.04
1,24,22,15,2.27,217.74,0,0.706,137.63,20.65,245.13,32.24,270.6,0,51.17
1,24,23,45,2.48,385.9,0,0.864,301.57,22.65,229.13,33.46,319.8,0,53.03
1,25,1,45,2.87,378.57,0,1.353,331.97,23.62,228.4,33.5,322,0,52.85
1,25,6,0,3.58,190.1,0,2.639,203.6,22.66,237.53,33.59,367.33,0,53.43
1,25,7,30,3.52,0,344.53,2.451,69.5,18.65,250.4,31.24,71.2,25.55,49.06
1,25,7,45,3.47,0,365.36,2.403,70.39,16.78,224.87,31.23,71.27,26.78,48.85
1,25,8,30,3.29,0,389.77,2.253,66.62,17.57,229.67,30.76,67.47,24.7,48.44
1,25,11,15,2.62,0,44.59,1.599,117.34,19.69,214.07,31.86,288.87,0,51.27
1,25,11,30,2.61,1.55,26.39,1.558,117.77,19.68,209.6,32.14,302.93,0,51.35
1,25,11,45,2.6,2.89,19.39,1.518,122.08,19.71,212.2,31.99,325.07,0,51.39
1,25,12,0,2.59,20.01,5.41,1.478,111.23,19.84,235.8,32.22,321.13,0,51.61
1,25,12,15,2.59,46.04,0,1.438,109.49,19.73,246,32.25,321.2,0,51.6
1,25,14,0,2.51,0,84.89,1.221,163.55,20.9,250.67,31.73,205.27,0,50.51
1,25,14,30,2.48,0,56.71,1.183,157.47,20.83,246.07,32.05,202.93,0,50.48
1,25,16,30,2.44,17.36,3.52,1.052,166.63,20.76,225.27,31.8,202.87,0,50.5
1,25,18,15,2.25,0,274.7,0.755,37.13,17.85,240.93,30.68,38,0,48.54
1,25,19,0,2.11,0,300.92,0.581,37.02,17.99,244.13,30.38,37.6,0,48.15
1,25,19,15,2.06,6.41,232.59,0.522,48.83,17.67,237.27,30.73,90.27,0,49.29
1,25,20,15,2.01,64.09,0,0.46,227.09,20.99,252.4,31.52,380.6,0,51.54
1,25,21,0,2.03,135.66,0,0.46,209.28,21.65,240.4,32.03,379.13,0,51.9
1,25,23,0,2.26,320.11,0,0.482,338.32,22.68,225,32.76,345.2,0,52.39
1,25,23,30,2.33,330,0,0.615,364.57,23.8,225.07,32.74,300.47,0,52.12
1,26,0,30,2.49,266.01,0,0.853,392.1,23.69,225.73,32.77,259.93,0,51.58
1,26,0,45,2.53,267.53,0,0.905,387.29,23.6,227.13,32.71,251,0,51.62
1,26,4,30,3.07,312.54,0,1.9,445.06,26.34,219.47,33.46,366.67,0,53.44
1,26,5,15,3.21,330.48,0,2.141,434.55,27.32,295.33,33.84,322.13,0,53.21
1,26,5,45,3.28,252.95,0,2.277,247.43,20.78,299.4,33.25,349.27,0,52.85
1,26,6,30,3.34,24.21,144.63,2.271,124.28,18.88,245.2,32.16,212.2,16.19,51.03
1,26,6,45,3.32,0,356.09,2.229,75.08,18.52,256.67,31.29,76.33,25.36,49
1,26,7,0,3.27,0,375.58,2.183,76.37,18.29,259.4,31.05,77,25.26,48.59
1,26,7,15,3.21,0,434.5,2.14,75.81,18.4,251.93,30.54,76,26.28,47.99
2,3,15,0,2.65,116.6,0,1.009,156.97,20.66,220.4,32.3,373.47,0,52.27
2,3,15,45,2.7,174.67,0,0.952,142.85,20.84,221.53,32.24,374.33,0,52.24
2,3,16,15,2.73,150.61,0,0.915,148.35,20.89,217.8,32.52,375.93,0,52.54
2,3,16,30,2.75,86.66,70.13,0.896,157.06,20.92,225.07,32.05,247.8,0,50.78
2,3,16,45,2.75,0,281.68,0.875,122.46,19.98,236.67,31.18,98.6,0,48.74
2,3,19,0,2.26,0,376.69,0.585,114.63,20.38,253.27,29.9,115.47,0,47.42
2,3,19,15,2.2,0,395.87,0.555,115.64,19.48,253.33,29.71,116.2,0,47.16
2,3,19,45,2.07,0,356.67,0.479,96.27,18.58,253.87,29.84,97.87,0,47.31
2,3,21,0,1.89,163,0,0.256,116.8,20.12,229.53,31.63,379.67,0,51.69
2,3,22,45,2.08,372.88,0,0.179,127.31,20.76,250.4,32.54,371.73,0,52.7
2,3,23,15,2.17,377.51,0,0.277,399.94,23.74,248.4,33.1,370.73,0,52.97
2,3,23,30,2.21,413.33,0,0.357,394.27,23.46,245.47,33.27,365.93,0,53.2
2,4,0,0,2.32,415.61,0,0.517,427.44,23.54,244.8,33.32,364.47,0,53.11
2,4,1,30,2.62,400.23,0,0.918,406.73,22.08,242.4,33.48,364.47,0,53.33
2,4,3,15,2.94,339.13,0,1.303,298.12,17.65,228.2,33.52,366.6,0,53.44
2,4,7,15,3.33,0,469.42,1.615,134.49,18.59,271.6,30.37,134.47,25.53,47.56
2,4,7,30,3.25,0,477.47,1.565,135.1,18.33,276.33,29.97,135.93,25.28,47.25
2,4,9,45,2.74,0,75.23,1.174,223.63,21.5,237.53,32.14,301.6,25.03,51.59
2,4,13,0,2.68,106.99,0,0.94,232.99,21.71,232,32.35,374.8,0,52.47
2,4,14,15,2.7,89.99,0,0.93,225.24,21.72,232.67,32.36,376.73,0,52.28
2,4,14,45,2.72,112.46,0,0.93,209.98,21.61,235.07,32.2,376.2,0,52.15
2,4,15,15,2.74,125.43,0,0.891,165.67,20.94,234,32.27,376.6,0,52.28
2,4,15,45,2.77,187.51,0,0.849,156.29,20.66,232.93,32.39,374.67,0,52.48
2,4,19,0,2.32,0,362.02,0.585,151.88,20.49,253.8,30.14,152.6,0,47.06
2,4,19,30,2.2,0,385.66,0.545,151.84,20.46,246.8,29.9,152.4,0,46.99
2,4,23,15,2.11,343.54,0,0.274,369.68,23.2,213.6,32.71,371.53,0,52.69
2,4,23,30,2.15,373.5,0,0.353,366.77,23.33,211.33,32.88,368.27,0,52.78
2,4,23,45,2.2,388.12,0,0.432,364.28,23.19,210.13,32.98,367.07,0,53.02
2,5,1,15,2.5,447.63,0,0.899,316.99,20.25,235.13,33.7,363,0,53.68
2,5,2,30,2.78,464.51,0,1.21,260.48,16.5,231.4,34,348.47,0,53.83
2,5,5,0,3.34,491.03,0,1.583,329.45,21.36,246.27,34.62,354.53,0,54.4
2,5,5,15,3.39,476.22,0,1.659,353.53,22.65,255.07,34.54,352.13,0,54.31
2,5,6,0,3.55,325.43,0,1.79,142.68,20.13,257.2,34.14,291.07,0,53.22
2,5,6,45,3.61,65.92,0,1.79,134.48,20.59,270.47,33.13,113.6,24.94,51.2
2,5,8,15,3.48,0,291.23,1.776,207.73,21.25,255,31.52,103.53,25.88,49.67
2,5,10,30,3.01,0,256.66,1.575,132.36,19.71,244,31.35,107.27,0.09,49.51
2,5,13,15,2.71,16.78,2.07,1.259,195.76,21.29,232.67,32.22,335.47,0,51.81
2,5,16,0,2.75,177.67,0,1.16,185.33,21.37,228.07,32.59,331.27,0,52.16
2,5,17,0,2.81,1.49,194.31,1.089,75.43,19.44,242.4,31.52,64,0,49.4
2,5,18,45,2.54,0,212.35,0.803,69.6,18.97,245.8,31.25,70.27,0,48.97
2,5,19,30,2.42,0,217.73,0.677,69.15,19.43,245.33,31.18,70,0,48.76
2,5,20,30,2.26,0,225.74,0.508,68.96,19.61,247,31.1,69.67,0,48.73
2,5,23,0,2.39,332.27,0,0.336,298.07,20.69,224.47,32.81,370.73,0,52.8
2,5,23,15,2.42,321.51,0,0.397,343.63,22.62,225.47,32.77,371,0,52.8
2,6,1,0,2.76,400.07,0,0.822,290.2,19.05,214.53,33.63,349.53,0,53.45
2,6,2,0,2.96,433.35,0,1.033,233.41,17.53,208.87,34.05,359,0,53.96
2,6,4,0,3.41,468.7,0,1.357,244.06,16.61,250.2,34.88,339.8,0,54.58
2,6,4,30,3.53,463.34,0,1.446,228.15,18.29,249,34.97,339.27,0,54.58
2,6,5,0,3.64,403.79,0,1.577,316.27,22.7,253,34.6,280.4,0,53.74
2,6,6,30,3.91,228.88,0,1.771,106.78,20.59,259.93,33.97,177.87,16.78,52.52
2,6,7,15,3.97,123.17,0,1.771,141.56,20.63,267.13,33.33,173,25.75,51.89
2,6,7,45,3.98,0,39.49,1.77,163.85,20.61,222.4,33.35,141.27,26.37,51.64
2,6,9,0,3.84,0,263.79,1.719,115.15,19.82,238.13,32.25,110.33,26.17,50.48
2,6,12,0,3.26,0,244.41,1.308,195.63,21.25,242.93,31.8,101.87,0,50.01
2,6,15,0,2.86,0,73.01,1.13,212.23,21.82,238.33,32.14,97.4,0,50.22
2,6,15,15,2.85,0,52.81,1.13,208.36,21.79,237.4,32.18,96.4,0,50.35
2,6,17,30,2.59,0,265.91,0.865,80.79,18.89,242.27,31.02,79.8,0,48.63
2,6,18,45,2.33,0,322.81,0.669,89.11,19.41,226.47,30.41,90.2,0,47.82
2,6,19,0,2.28,0,337.69,0.63,89.5,18.84,231.67,30.01,90.2,0,47.61
2,6,22,30,2.27,319.39,0,0.312,131.25,20.71,222.67,32.61,375.13,0,52.56
2,6,23,15,2.38,350.05,0,0.37,280.53,19.56,222,32.72,371,0,52.78
2,7,1,30,2.78,305.12,0,0.817,391.19,24.19,241.47,33.09,276.13,0,52.12
2,7,1,45,2.81,260.21,0,0.893,404.92,23.85,244,32.92,222,0,51.24
2,7,2,45,2.88,232.54,0,1.201,350.3,20.97,240.6,33.12,225.6,0,52.19
2,7,3,0,2.91,341.53,0,1.266,320.6,18.44,237.27,33.34,371.13,0,53.23
2,7,5,45,3.33,187.21,0,1.75,196.16,20.54,236,33.16,328.8,0,52.66
2,7,7,15,3.35,4.24,19,1.553,109.12,19.15,243.13,32.83,370.93,25.25,51.9
2,7,8,0,3.22,0,384.2,1.407,93.5,18.89,267.47,30.72,93.8,25.69,48.16
2,7,8,45,3.02,0,425.63,1.253,92.87,19.24,255.4,30.12,93.27,24.92,47.56
2,7,9,30,2.82,0,412.85,1.081,93.45,19.06,253.67,30.2,93.4,25.56,47.86
2,7,9,45,2.75,0,432.09,1.027,93.06,18.87,255.47,30.05,93.13,25.81,47.4
2,7,10,30,2.55,0,326.19,0.853,146.01,19.97,245.8,30.7,78.27,0.08,48.61
2,7,10,45,2.49,0,93.12,0.817,193.1,21.54,224.53,31.56,203.73,0,50.37
2,7,11,0,2.47,0,96.07,0.804,225.45,21.8,221.4,31.67,201.07,0,50.29
2,7,12,0,2.38,8.24,11.19,0.765,247.63,21.9,216.87,31.97,286.4,0,50.95
2,7,16,0,2.44,144.1,0,0.56,205.11,21.78,239,31.95,320.13,0,51.52
2,7,16,15,2.45,155.87,0,0.56,203.23,21.67,237.33,32.07,318.13,0,51.68
2,7,17,0,2.5,0,304.98,0.559,167.24,20.62,256.53,30.56,167.53,0,46.99
2,7,19,45,1.99,53.87,0,0.395,136.31,20.03,241.6,31.52,382.6,0,51.47
2,7,20,0,1.99,52,0,0.365,132.84,20.46,239.33,31.69,382,0,51.63
2,7,21,15,2.02,185.75,0,0.26,156.13,20.63,233.73,32.12,378.93,0,52.03
2,7,22,15,2.13,292.97,0,0.25,193.5,21.39,229.33,32.5,376.2,0,52.37
2,8,5,30,3.54,322,0,1.624,278.3,21.5,252.93,33.91,366.13,0,53.71
2,8,6,30,3.63,102.81,31.06,1.66,179.65,20.88,278.33,33.08,319.4,17.06,52.35
2,8,6,45,3.64,0,384.01,1.652,117.03,20.05,257.87,31.5,110.2,26.21,48.88
2,8,7,0,3.58,0,423.61,1.62,109.05,19.43,261.27,31.11,108.87,26.18,48.26
2,8,8,0,3.3,0,411.7,1.432,108.36,19.48,234.73,30.68,108.6,26.04,48.12
2,8,8,15,3.23,0,404.17,1.386,108.56,19.93,263.87,30.8,108.4,25.47,48.16
2,8,8,45,3.11,0,332.23,1.301,109.34,19.52,334.27,31.39,109.8,25.56,48.54
2,8,10,0,2.79,0,383.92,1.099,110.02,18.7,269.13,30.75,110.33,6.67,48.06
2,8,10,15,2.73,0,357.01,1.055,112.03,17.41,274.33,30.62,112.73,0.29,47.87
2,8,11,30,2.44,1.83,144.38,0.841,174.07,21.03,178.47,31.35,241.47,0,50.54
2,8,12,15,2.41,90.81,0,0.8,222.38,21.63,222.67,31.78,366.27,0,51.59
2,8,13,45,2.38,18.18,2.61,0.756,227.88,21.71,225.33,31.84,292.33,0,50.9
2,8,14,30,2.36,40.13,0,0.745,220.37,21.86,227.33,31.78,290.33,0,50.98
2,8,18,30,2.14,0,383.29,0.591,124.58,20.36,255.87,29.95,125.6,0,47.22
2,8,20,0,2.06,98.48,0,0.36,101.04,19.18,289,31.63,382.2,0,51.52
2,8,20,15,2.07,64.51,0,0.319,91.62,19.39,278.13,31.9,381.6,0,51.71
2,9,0,0,2.52,407.94,0,0.506,353.29,21.58,240.93,33.67,363.27,0,53.54
2,9,0,15,2.58,396.45,0,0.555,375.96,21.74,242.27,33.59,363.2,0,53.39
2,9,1,45,2.81,313.37,0,0.857,370.01,22.34,269.13,33.31,261.6,0,52.16
2,9,2,0,2.85,273.69,0,0.909,387.9,23.73,269.8,33.17,265.53,0,51.93
2,9,4,30,3.12,258.79,0,1.666,421.08,24.23,268.8,33.22,264.07,0,52.19
2,9,6,15,3.31,139.03,0,1.81,221.32,21.39,271.73,33.14,375.4,0,52.84
2,9,6,30,3.33,96.77,0,1.81,191.89,21.76,290.87,33.29,377.53,17.13,52.71
2,9,7,0,3.32,0,386.29,1.785,118.49,19.6,314.53,31.11,119.53,26.78,48.28
2,9,9,30,2.63,0,543.65,1.393,113.75,19.63,97.2,28.53,115.07,25.15,46.05
2,9,10,15,2.38,0,481.93,1.229,86.65,18.23,93.67,28.96,87.2,0.32,46.68
2,9,11,0,2.22,74.61,27.55,1.07,151.56,20.7,274.4,32.14,294.2,0,51.69
2,9,12,30,2.3,119.69,0,0.979,206.02,21.61,272,32.15,376.07,0,51.84
2,9,14,15,2.32,83.32,0,0.845,97.99,19.6,233.73,31.98,369.93,0,51.73
2,9,15,0,2.35,124.14,0,0.746,123.65,20.03,232.73,32.05,368.73,0,51.79
2,9,17,0,2.37,0,289.89,0.507,104.8,19.94,250,30.91,105.33,0,48.5
2,9,17,15,2.33,0,299.39,0.474,107.42,20.5,251.07,30.8,107.33,0,48.18
2,9,17,45,2.23,0,300.59,0.422,124.13,20.27,256.07,30.39,124.27,0,47.73
2,9,18,0,2.18,0,337.53,0.397,124.76,19.99,258.07,30.26,125.33,0,47.76
2,9,18,15,2.12,0,361.97,0.366,123.48,20.12,261.6,29.99,124.07,0,47.09
2,9,18,30,2.07,0,285.97,0.34,116.18,20.12,257.4,30.35,108.4,0,48.01
2,9,21,0,2.01,139.51,0,0.259,198.78,21.68,236.8,31.82,378.07,0,51.78
2,9,22,30,2.16,335.88,0,0.255,165.18,21.22,227.93,32.54,375.73,0,52.61
2,10,1,30,2.72,396.62,0,0.919,289.9,19.7,269,33.64,304.47,0,52.93
2,10,3,15,3.07,438.99,0,1.326,282.01,18.1,251.2,33.84,305.93,0,53.18
2,10,4,15,3.27,413.73,0,1.507,244.28,17.07,247.93,34.06,366.27,0,53.8
2,10,8,0,3.14,0,433.01,1.496,169.57,20.69,254.47,30.37,170.27,25.52,47.44
2,10,9,0,2.84,0,480.86,1.431,188.71,21.12,251.87,29.63,189,24.54,46.25
