month,day,hour,min,i_f,p_f,truth
10,5,9,0,258.93,32.49,0
10,5,9,15,261.47,32.28,0
10,5,9,30,263.67,32.12,0
10,5,9,45,263.13,32.16,0
10,5,10,0,262.27,32.2,0
10,5,10,15,263.87,32.09,0
10,5,10,30,264.6,32.01,0
10,5,10,45,265,32.03,0
10,5,11,0,260.6,32.3,0
10,5,11,15,261.8,32.27,0
10,5,11,30,261.67,32.29,0
10,5,11,45,261.87,32.27,0
10,5,12,0,261.8,32.27,0
10,5,12,15,262.27,32.27,0
10,5,12,30,260.87,32.29,0
10,5,12,45,260.8,32.35,0
10,5,13,0,260.33,32.35,0
10,5,13,15,259.47,32.44,0
10,5,13,30,260.53,32.37,0
10,5,13,45,261.07,32.31,0
10,5,14,0,261.47,32.25,0
10,5,14,15,263,32.18,0
10,5,14,30,261.07,32.33,0
10,5,14,45,263.07,32.17,0
10,5,15,0,263.27,32.15,0
10,5,15,15,262.13,32.24,0
10,5,15,30,260.8,32.31,0
10,5,15,45,260.13,32.4,0
10,5,16,0,262.07,32.27,0
10,5,16,15,261.33,32.31,0
10,5,16,30,260.87,32.34,0
10,5,16,45,260.53,32.39,0
10,5,17,0,259.8,32.46,0
10,5,17,15,260.93,32.33,0
10,5,17,30,260.27,32.37,0
10,5,17,45,261.73,32.24,0
10,5,18,0,262.13,32.26,0
10,5,18,15,262.27,32.24,0
10,5,18,30,261.47,32.3,0
10,5,18,45,262.27,32.23,0
10,5,19,0,263.6,32.12,0
10,5,19,15,262.6,32.16,0
10,5,19,30,264.93,32.01,0
10,5,19,45,265.67,31.99,0
10,5,20,0,266.87,31.84,0
10,5,20,15,265.6,31.91,0
10,5,20,30,267.47,31.8,0
10,5,20,45,268.67,31.72,0
10,5,21,0,267.87,31.72,0
10,5,21,15,268.13,31.7,0
10,5,21,30,265.6,31.73,0
10,5,21,45,266,31.9,0
10,5,22,0,264.93,31.94,0
10,5,22,15,260.87,32.28,0
10,5,22,30,260.27,32.37,0
10,5,22,45,260,32.39,0
10,5,23,0,257.87,32.54,0
10,5,23,15,256.53,32.66,0
10,5,23,30,254.67,32.84,0
10,5,23,45,253.73,32.91,0
10,6,0,0,253.8,32.89,0
10,6,0,15,258.87,32.49,0
10,6,0,30,259.33,32.52,0
10,6,0,45,259,32.52,0
10,6,1,0,254.67,32.84,0
10,6,1,15,253.27,32.96,0
10,6,1,30,246.87,33.51,0
10,6,1,45,248,33.42,0
10,6,2,0,244.67,33.65,0
10,6,2,15,246.27,33.61,0
10,6,2,30,243.67,33.76,0
10,6,2,45,261.47,33.37,0
10,6,3,0,269.4,33.37,0
10,6,3,15,268.47,33.48,0
10,6,3,30,269.67,33.37,0
10,6,3,45,268.27,33.52,0
10,6,4,0,268.6,33.44,0
10,6,4,15,268,33.49,0
10,6,4,30,267.4,33.56,0
10,6,4,45,270.33,33.31,0
10,6,5,0,275.47,32.88,0
10,6,5,15,271.73,33.14,0
10,6,5,30,270.2,33.31,0
10,6,5,45,268.87,33.39,0
10,6,6,0,270.07,33.3,0
10,6,6,15,269.53,33.29,0
10,6,6,30,270,33.28,0
10,6,6,45,271.33,33.13,0
10,6,7,0,272.93,33.03,0
10,6,7,15,265.73,32.99,0
10,6,7,30,261.8,32.92,0
10,6,7,45,262.33,32.9,0
10,6,8,0,265.07,32.67,0
10,6,8,15,265.73,32.64,0
10,6,8,30,264.93,32.69,0
10,6,8,45,265.2,32.67,0
10,6,9,0,263.07,32.8,0
10,6,9,15,265.53,32.62,0
10,6,9,30,263.73,32.74,0
10,6,9,45,263.67,32.76,0
10,6,10,0,264.67,32.61,0
10,6,10,15,265,32.61,0
10,6,10,30,265.8,32.56,0
10,6,10,45,265.27,32.57,0
10,6,11,0,265.73,32.54,0
10,6,11,15,266.53,32.54,0
10,6,11,30,264.87,32.65,0
10,6,11,45,264.93,32.67,0
10,6,12,0,264.67,32.65,0
10,6,12,15,261.53,32.87,0
10,6,12,30,265.47,32.56,0
10,6,12,45,264.73,32.61,0
10,6,13,0,266.57,32.44,0
10,6,13,15,266,32.53,0
10,6,13,30,265.5,32.59,0
10,6,13,45,265.43,32.59,0
10,6,14,0,265.2,32.59,0
10,6,14,15,264.07,32.71,0
10,6,14,30,265.53,32.56,0
10,6,14,45,264.33,32.65,0
10,6,15,0,264.07,32.71,0
10,6,15,15,263.13,32.41,0
10,6,15,30,253.13,32.37,0
10,6,15,45,250.4,32.6,0
10,6,16,0,251.07,32.54,0
10,6,16,15,245.67,32.6,0
10,6,16,30,244.33,32.63,0
10,6,16,45,244.8,32.61,0
10,6,17,0,245.8,32.59,0
10,6,17,15,246.07,32.52,0
10,6,17,30,244.93,32.62,0
10,6,17,45,253.27,32.68,0
10,6,18,0,258.8,32.65,0
10,6,18,15,259.6,32.55,0
10,6,18,30,259.4,32.6,0
10,6,18,45,260.6,32.5,0
10,6,19,0,260.73,32.56,0
10,6,19,15,261.67,32.48,0
10,6,19,30,259.93,32.61,0
10,6,19,45,262.47,32.41,0
10,6,20,0,261.27,32.52,0
10,6,20,15,266.4,32.1,0
10,6,20,30,265.27,32.19,0
10,6,20,45,266.73,32.05,0
10,6,21,0,269.07,32.28,0
10,6,21,15,273.13,32.48,0
10,6,21,30,275.13,32.31,0
10,6,21,45,276.4,32.2,0
10,6,22,0,274.4,32.34,0
10,6,22,15,276.33,32.2,0
10,6,22,30,272.73,32.5,0
10,6,22,45,273.07,32.43,0
10,6,23,0,271.67,32.53,0
10,6,23,15,269.8,32.71,0
10,6,23,30,268.27,32.79,0
10,6,23,45,266.53,33.01,0
10,7,0,0,265.07,33.15,0
10,7,0,15,265.33,33.1,0
10,7,0,30,260.2,33.52,0
10,7,0,45,261.33,33.46,0
10,7,1,0,259.33,33.56,0
10,7,1,15,258.07,33.73,0
10,7,1,30,260.53,33.5,0
10,7,1,45,262.93,33.34,0
10,7,2,0,263.47,33.26,0
10,7,2,15,262.73,33.34,0
10,7,2,30,265.67,33.08,0
10,7,2,45,264.67,33.19,0
10,7,3,0,258.6,33.69,0
10,7,3,15,256.93,33.86,0
10,7,3,30,257.27,33.82,0
10,7,3,45,257.33,33.85,0
10,7,4,0,257.87,33.75,0
10,7,4,15,254.87,34.03,0
10,7,4,30,254.8,34.07,0
10,7,4,45,256.87,33.89,0
10,7,5,0,257.87,33.82,0
10,7,5,15,260.93,33.54,0
10,7,5,30,263.2,33.36,0
10,7,5,45,263.07,33.36,0
10,7,6,0,262.8,33.43,0
10,7,6,15,264.2,33.32,0
10,7,6,30,265.8,33.13,0
10,7,6,45,264.67,33.26,0
10,7,7,0,266.4,33.12,0
10,7,7,15,267.33,33.05,0
10,7,7,30,266.27,33.12,0
10,7,7,45,267.2,33.03,0
10,7,8,0,264.87,32.78,0
10,7,8,15,268,32.58,0
10,7,8,30,270,32.76,0
10,7,8,45,269.4,32.85,0
10,7,9,0,270.13,32.74,0
10,7,9,15,269.93,32.75,0
10,7,9,30,272.33,32.56,0
10,7,9,45,273.53,32.48,0
10,7,10,0,272.93,32.43,0
10,7,10,15,273.47,32.41,0
10,7,10,30,270.53,32.67,0
10,7,10,45,272.73,32.52,0
10,7,11,0,272.53,32.49,0
10,7,11,15,272.33,32.49,0
10,7,11,30,270.07,32.72,0
10,7,11,45,268.93,32.78,0
10,7,12,0,269.73,32.69,0
10,7,12,15,270.4,32.64,0
10,7,12,30,270.6,32.61,0
10,7,12,45,271.4,32.48,0
10,7,13,0,269.93,32.5,0
10,7,13,15,269.4,32.52,0
10,7,13,30,271,32.36,0
10,7,13,45,268.73,32.52,0
10,7,14,0,271.73,32.43,0
10,7,14,15,271.93,32.43,0
10,7,14,30,273.07,32.35,0
10,7,14,45,269.93,32.6,0
10,7,15,0,268.73,32.56,0
10,7,15,15,247.07,32.38,0
10,7,15,30,246.4,32.44,0
10,7,15,45,245.53,32.53,0
10,7,16,0,248.27,32.38,0
10,7,16,15,243.27,32.71,0
10,7,16,30,247,32.44,0
10,7,16,45,247.6,32.44,0
10,7,17,0,248.27,32.41,0
10,7,17,15,246.93,32.49,0
10,7,17,30,246.47,32.55,0
10,7,17,45,248.2,32.41,0
10,7,18,0,248.6,32.45,0
10,7,18,15,251.33,32.42,0
10,7,18,30,261.2,32.46,0
10,7,18,45,261.07,32.46,0
10,7,19,0,263.8,32.37,0
10,7,19,15,271.67,32.58,0
10,7,19,30,273.4,32.49,0
10,7,19,45,274.87,32.33,0
10,7,20,0,272.07,32.56,0
10,7,20,15,272.4,32.51,0
10,7,20,30,274.47,32.35,0
10,7,20,45,272.2,32.52,0
10,7,21,0,272.53,32.2,0
10,7,21,15,264.53,32.07,0
10,7,21,30,252.47,32.32,0
10,7,21,45,252.53,32.39,0
10,7,22,0,257.27,32.33,0
10,7,22,15,258.8,32.28,0
10,7,22,30,257.73,32.32,0
10,7,22,45,256.8,32.43,0
10,7,23,0,256.93,32.38,0
10,7,23,15,258.2,32.33,0
10,7,23,30,251.4,32.86,0
10,7,23,45,249.8,33,0
10,8,0,0,263.07,33.14,0
10,8,0,15,268.07,33.07,0
10,8,0,30,266.07,33.23,0
10,8,0,45,266.33,33.25,0
10,8,1,0,264,33.41,0
10,8,1,15,263.67,33.45,0
10,8,1,30,261.6,33.6,0
10,8,1,45,261.07,33.65,0
10,8,2,0,259.13,33.83,0
10,8,2,15,258.47,33.85,0
10,8,2,30,258.27,33.89,0
10,8,2,45,254.33,33.44,0
10,8,3,0,249.67,33.59,0
10,8,3,15,246.27,33.85,0
10,8,3,30,248.47,34.82,0
10,8,3,45,258.73,34.9,0
10,8,4,0,260.93,34.75,0
10,8,4,15,266.93,34.2,0
10,8,4,30,270.67,33.86,0
10,8,4,45,270.4,33.9,0
10,8,5,0,270.33,33.9,0
10,8,5,15,272.27,33.73,0
10,8,5,30,268.27,34.07,0
10,8,5,45,269.53,33.93,0
10,8,6,0,269.53,33.95,0
10,8,6,15,269.93,33.89,0
10,8,6,30,269.67,33.89,0
10,8,6,45,269.27,33.95,0
10,8,7,0,267.73,34.05,0
10,8,7,15,270.13,33.87,0
10,8,7,30,270.6,33.86,0
10,8,7,45,271,33.78,0
10,8,8,0,272,33.67,0
10,8,8,15,272.33,33.63,0
10,8,8,30,274.2,33.47,0
10,8,8,45,273.07,33.5,0
10,8,9,0,265.93,33.24,0
10,8,9,15,22,31.2,0
10,8,9,30,0,30.67,0
10,8,9,45,0,30.37,0
10,8,10,0,0,30.24,0
10,8,10,15,6.27,30.14,0
10,8,10,30,96.67,30.69,0
10,8,10,45,98.33,30.46,0
10,8,11,0,236.4,31.9,0
10,8,11,15,267.27,32.09,0
10,8,11,30,266.47,32.18,0
10,8,11,45,267.2,32.1,0
10,8,12,0,266.33,32.12,0
10,8,12,15,264.27,32.33,0
10,8,12,30,266.6,32.13,0
10,8,12,45,264.67,32.31,0
10,8,13,0,263.67,32.36,0
10,8,13,15,263.33,32.39,0
10,8,13,30,263.8,32.38,0
10,8,13,45,262,32.51,0
10,8,14,0,264.27,32.33,0
10,8,14,15,264.27,32.37,0
10,8,14,30,264.2,32.35,0
10,8,14,45,263.8,32.37,0
10,8,15,0,263.47,32.42,0
10,8,15,15,263.4,32.44,0
10,8,15,30,262.93,32.45,0
10,8,15,45,263.6,32.39,0
10,8,16,0,261.53,32.58,0
10,8,16,15,261.87,32.51,0
10,8,16,30,264.93,32.3,0
10,8,16,45,263.67,32.37,0
10,8,17,0,263.33,32.44,0
10,8,17,15,264.13,32.34,0
10,8,17,30,261.27,32.59,0
10,8,17,45,261,32.56,0
10,8,18,0,263.07,32.44,0
10,8,18,15,263.13,32.42,0
10,8,18,30,262.93,32.43,0
10,8,18,45,264,32.33,0
10,8,19,0,263.6,32.41,0
10,8,19,15,263.67,32.41,0
10,8,19,30,263.8,32.29,0
10,8,19,45,259.13,32.23,0
10,8,20,0,259.67,32.19,0
10,8,20,15,260.13,32.16,0
10,8,20,30,259.13,32.27,0
10,8,20,45,259.87,32.16,0
10,8,21,0,259.27,32.18,0
10,8,21,15,260.93,32.14,0
10,8,21,30,258.93,32.28,0
10,8,21,45,261.47,32.1,0
10,8,22,0,261.73,32.07,0
10,8,22,15,259.73,32.2,0
10,8,22,30,258.6,32.29,0
10,8,22,45,258.73,32.32,0
10,8,23,0,258.47,32.3,0
10,8,23,15,256.07,32.52,0
10,8,23,30,250.2,32.96,0
10,8,23,45,258.73,33.14,0
10,9,0,0,266.67,32.46,0
10,9,0,15,259.8,32.53,0
10,9,0,30,253.87,33.03,0
10,9,0,45,254.07,33.03,0
10,9,1,0,252.6,33.13,0
10,9,1,15,250.33,33.33,0
10,9,1,30,251.87,33.2,0
10,9,1,45,271.73,33.53,0
10,9,2,0,273.13,33.71,0
10,9,2,15,273.6,33.67,0
10,9,2,30,272.47,33.72,0
10,9,2,45,273.67,33.64,0
10,9,3,0,270.87,33.87,0
10,9,3,15,268.87,34.07,0
10,9,3,30,270.4,33.9,0
10,9,3,45,271.07,33.85,0
10,9,4,0,269,34.04,0
10,9,4,15,265.27,34.34,0
10,9,4,30,276.13,33.4,0
10,9,4,45,276.67,33.33,0
10,9,5,0,276.93,33.28,0
10,9,5,15,277.4,33.27,0
10,9,5,30,274.27,33.5,0
10,9,5,45,267.87,33.23,0
10,9,6,0,253.4,33.24,0
10,9,6,15,254.67,33.17,0
10,9,6,30,252.2,33.37,0
10,9,6,45,250.13,33.8,0
10,9,7,0,256.27,34.08,0
10,9,7,15,258.27,33.88,0
10,9,7,30,258.13,33.88,0
10,9,7,45,260.2,33.74,0
10,9,8,0,259.6,33.58,0
10,9,8,15,264.93,33.34,0
10,9,8,30,265.8,33.29,0
10,9,8,45,266.8,33.19,0
10,9,9,0,264.13,33.39,0
10,9,9,15,265.2,33.29,0
10,9,9,30,267.53,33.07,0
10,9,9,45,270.13,32.86,0
10,9,10,0,270.13,32.79,0
10,9,10,15,273.2,32.52,0
10,9,10,30,272.93,32.55,0
10,9,10,45,272.8,32.57,0
10,9,11,0,275,32.35,0
10,9,11,15,274.71,32.34,0
10,9,11,30,259.6,32.21,0
10,9,11,45,256.47,32.32,0
10,9,12,0,257.53,32.24,0
10,9,12,15,257.73,32.24,0
10,9,12,30,254.93,32.41,0
10,9,12,45,255.87,32.38,0
10,9,13,0,241.47,32.41,0
10,9,13,15,241.67,32.43,0
10,9,13,30,240.53,32.54,0
10,9,13,45,240.6,32.56,0
10,9,14,0,241.47,32.52,0
10,9,14,15,241.6,32.54,0
10,9,14,30,242.4,32.48,0
10,9,14,45,240.93,32.6,0
10,9,15,0,241.2,32.61,0
10,9,15,15,240.8,32.66,0
10,9,15,30,242.07,32.56,0
10,9,15,45,242,32.6,0
10,9,16,0,239.8,32.8,0
10,9,16,15,247.8,32.58,0
10,9,16,30,261.47,32.72,0
10,9,16,45,263.27,32.62,0
10,9,17,0,261.67,32.77,0
10,9,17,15,263,32.65,0
10,9,17,30,262.2,32.7,0
10,9,17,45,263.53,32.61,0
10,9,18,0,285.13,32.6,0
10,9,18,15,282.53,32.93,0
10,9,18,30,289.53,32.75,0
10,9,18,45,294.4,32.71,0
10,9,19,0,294.93,32.69,0
10,9,19,15,293.87,32.76,0
10,9,19,30,294,32.72,0
10,9,19,45,291.53,32.91,0
10,9,20,0,295.13,32.54,0
10,9,20,15,293.6,32.63,0
10,9,20,30,295.73,32.43,0
10,9,20,45,294.87,32.48,0
10,9,21,0,295.73,32.37,0
10,9,21,15,293.07,32.57,0
10,9,21,30,262,32.18,0
10,9,21,45,264,32.27,0
10,9,22,0,264.4,32.2,0
10,9,22,15,259.2,32.66,0
10,9,22,30,259.67,32.61,0
10,9,22,45,260,32.61,0
10,9,23,0,259.27,32.59,0
10,9,23,15,258.67,32.46,0
10,9,23,30,242.2,32.93,0
10,9,23,45,244.27,32.79,0
10,10,0,0,245.53,32.67,0
10,10,0,15,251.93,33.03,0
10,10,0,30,254.6,33.54,0
10,10,0,45,256,33.49,0
10,10,1,0,252.8,33.71,0
10,10,1,15,252.67,33.72,0
10,10,1,30,253.6,33.67,0
10,10,1,45,252.2,33.8,0
10,10,2,0,250.47,33.93,0
10,10,2,15,253.33,33.73,0
10,10,2,30,254.07,33.67,0
10,10,2,45,251.13,33.92,0
10,10,3,0,251.93,33.87,0
10,10,3,15,252.73,33.84,0
10,10,3,30,252.87,33.81,0
10,10,3,45,257.8,33.45,0
10,10,4,0,260.33,33.24,0
10,10,4,15,260.4,33.24,0
10,10,4,30,258.73,33.35,0
10,10,4,45,258.33,33.37,0
10,10,5,0,261.67,33.17,0
10,10,5,15,276,33.22,0
10,10,5,30,281.6,33.36,0
10,10,5,45,281.4,33.33,0
10,10,6,0,282.67,33.24,0
10,10,6,15,284.47,33.03,0
10,10,6,30,283.73,33.05,0
10,10,6,45,279.73,33.17,0
10,10,7,0,269.47,32.8,0
10,10,7,15,270.6,32.66,0
10,10,7,30,269.73,32.78,0
10,10,7,45,267.73,32.96,0
10,10,8,0,271.93,32.58,0
10,10,8,15,272.47,32.52,0
10,10,8,30,270.53,32.71,0
10,10,8,45,269.87,32.8,0
10,10,9,0,272.07,32.59,0
10,10,9,15,270,32.74,0
10,10,9,30,269.87,32.75,0
10,10,9,45,271.27,32.65,0
10,10,10,0,253.47,32.55,0
10,10,10,15,250,32.33,0
10,10,10,30,248.4,32.4,0
10,10,10,45,248.33,32.46,0
10,10,11,0,249.53,32.37,0
10,10,11,15,249.07,32.44,0
10,10,11,30,246.27,32.58,0
10,10,11,45,246.33,32.58,0
10,10,12,0,247.73,32.54,0
10,10,12,15,249.47,32.44,0
10,10,12,30,249.6,32.44,0
10,10,12,45,251.13,32.37,0
10,10,13,0,256.2,32.5,0
10,10,13,15,262.27,32.48,0
10,10,13,30,261.07,32.56,0
10,10,13,45,260.93,32.57,0
10,10,14,0,262.13,32.5,0
10,10,14,15,263.07,32.4,0
10,10,14,30,264.53,32.3,0
10,10,14,45,264.93,32.27,0
10,10,15,0,265.47,32.23,0
10,10,15,15,263,32.42,0
10,10,15,30,262.13,32.48,0
10,10,15,45,263.47,32.41,0
10,10,16,0,264.67,32.33,0
10,10,16,15,263,32.43,0
10,10,16,30,261.33,32.56,0
10,10,16,45,262.2,32.52,0
10,10,17,0,261.87,32.53,0
10,10,17,15,263.73,32.41,0
10,10,17,30,263.13,32.48,0
10,10,17,45,260.4,32.66,0
10,10,18,0,261.93,32.6,0
10,10,18,15,261.8,32.55,0
10,10,18,30,260.8,32.65,0
10,10,18,45,266.73,32.14,0
10,10,19,0,269.43,31.98,0
10,10,19,15,265.6,32.26,0
10,10,19,30,268,32.06,0
10,10,19,45,268.6,32,0
10,10,20,0,266.07,32.2,0
10,10,20,15,266,32.2,0
10,10,20,30,267.47,32.1,0
10,10,20,45,267.27,32.12,0
10,10,21,0,266.33,32.18,0
10,10,21,15,268.8,32.01,0
10,10,21,30,267.33,32.07,0
10,10,21,45,267.07,32.14,0
10,10,22,0,265.6,32.23,0
10,10,22,15,264,32.37,0
10,10,22,30,264.33,32.33,0
10,10,22,45,264.87,32.28,0
10,10,23,0,263.27,32.38,0
10,10,23,15,263,32.49,0
10,10,23,30,262.87,32.48,0
10,10,23,45,260.27,32.69,0
10,11,0,0,252.73,33.25,0
10,11,0,15,251.4,33.42,0
10,11,0,30,252.4,33.36,0
10,11,0,45,255.67,33.59,0
10,11,1,0,274.73,33.46,0
10,11,1,15,272.6,33.64,0
10,11,1,30,270.47,33.83,0
10,11,1,45,271.33,33.73,0
10,11,2,0,272.33,33.69,0
10,11,2,15,269.07,33.95,0
10,11,2,30,270.8,33.8,0
10,11,2,45,269.07,33.95,0
10,11,3,0,274.8,33.42,0
10,11,3,15,275.4,33.36,0
10,11,3,30,275.4,33.35,0
10,11,3,45,274.53,33.38,0
10,11,4,0,275.2,33.33,0
10,11,4,15,276.33,33.22,0
10,11,4,30,275.6,33.29,0
10,11,4,45,275.4,33.32,0
10,11,5,0,275.47,33.27,0
10,11,5,15,276.47,33.14,0
10,11,5,30,270.27,33.18,0
10,11,5,45,254.8,33.05,0
10,11,6,0,254.13,33.1,0
10,11,6,15,252.8,33.16,0
10,11,6,30,254.67,33.04,0
10,11,6,45,257.27,32.88,0
10,11,7,0,257.6,32.86,0
10,11,7,15,256.2,32.97,0
10,11,7,30,257.6,32.87,0
10,11,7,45,258.53,32.84,0
10,11,8,0,253.6,32.73,0
10,11,8,15,258.47,32.46,0
10,11,8,30,260.2,32.67,0
10,11,8,45,258.2,32.88,0
10,11,9,0,259.13,32.77,0
10,11,9,15,259.47,32.76,0
10,11,9,30,258.27,32.88,0
10,11,9,45,260,32.75,0
10,11,10,0,260.53,32.7,0
10,11,10,15,259.4,32.79,0
10,11,10,30,261.54,32.66,0
10,11,10,45,260.47,32.75,0
10,11,11,0,259.73,32.8,0
10,11,11,15,260.13,32.77,0
10,11,11,30,259.27,32.84,0
10,11,11,45,258.53,32.93,0
10,11,12,0,268.4,32.76,0
10,11,12,15,270.6,32.84,0
10,11,12,30,270.6,32.84,0
10,11,12,45,270.73,32.9,0
10,11,13,0,271.53,32.77,0
10,11,13,15,270.67,32.84,0
10,11,13,30,270.33,32.87,0
10,11,13,45,270.47,32.88,0
10,11,14,0,269.73,32.92,0
10,11,14,15,270.4,32.85,0
10,11,14,30,258.27,32.71,0
10,11,14,45,230.13,32.69,0
10,11,15,0,232.93,32.69,0
10,11,15,15,232.13,32.72,0
10,11,15,30,234.2,32.58,0
10,11,15,45,233.2,32.72,0
10,11,16,0,234.4,32.63,0
10,11,16,15,233.47,32.7,0
10,11,16,30,233.53,32.73,0
10,11,16,45,233.67,32.78,0
10,11,17,0,234.87,32.74,0
10,11,17,15,234.27,32.76,0
10,11,17,30,266.13,32.88,0
10,11,17,45,283.4,32.83,0
10,11,18,0,283.47,32.83,0
10,11,18,15,284.33,32.73,0
10,11,18,30,283,32.8,0
10,11,18,45,282.47,32.81,0
10,11,19,0,283.07,32.77,0
10,11,19,15,282.6,32.8,0
10,11,19,30,281.53,32.83,0
10,11,19,45,282.07,32.82,0
10,11,20,0,282.53,32.76,0
10,11,20,15,282.27,32.78,0
10,11,20,30,281.87,32.79,0
10,11,20,45,281.6,32.82,0
10,11,21,0,282.6,32.65,0
10,11,21,15,281.4,32.77,0
10,11,21,30,276.8,32.63,0
10,11,21,45,279.13,32.57,0
10,11,22,0,282.87,32.56,0
10,11,22,15,283.73,32.47,0
10,11,22,30,281.07,32.7,0
10,11,22,45,272.2,32.67,0
10,11,23,0,245.4,32.65,0
10,11,23,15,246.6,32.54,0
10,11,23,30,245.47,32.68,0
10,11,23,45,244.07,32.86,0
10,12,0,0,244.6,33.03,0
10,12,0,15,265.13,33.22,0
10,12,0,30,262.07,33.5,0
10,12,0,45,258.53,33.8,0
10,12,1,0,260.93,33.59,0
10,12,1,15,256.8,33.95,0
10,12,1,30,257.2,33.89,0
10,12,1,45,257.07,33.95,0
10,12,2,0,257.33,33.9,0
10,12,2,15,258.07,33.86,0
10,12,2,30,259.4,33.8,0
10,12,2,45,258.73,33.83,0
10,12,3,0,258.07,33.88,0
10,12,3,15,261.87,33.56,0
10,12,3,30,266.6,33.18,0
10,12,3,45,265.93,33.22,0
10,12,4,0,266.13,33.19,0
10,12,4,15,266.87,33.15,0
10,12,4,30,264.07,33.37,0
10,12,4,45,265.07,33.29,0
10,12,5,0,264.2,33.37,0
10,12,5,15,264.27,33.35,0
10,12,5,30,265.67,33.22,0
10,12,5,45,264.53,33.3,0
10,12,6,0,266.53,33.18,0
10,12,6,15,264.67,33.33,0
10,12,6,30,264.13,33.37,0
10,12,6,45,263.67,33.4,0
10,12,7,0,263,33.44,0
10,12,7,15,254.87,34.12,0
10,12,7,30,253.47,34.24,0
10,12,7,45,254.6,34.16,0
10,12,8,0,266.93,33.07,0
10,12,8,15,271.47,32.73,0
10,12,8,30,275.13,32.41,0
10,12,8,45,275.67,32.33,0
10,12,9,0,271.6,31.69,0
10,12,9,15,265.6,31.24,0
10,12,9,30,268.07,31.02,0
10,12,9,45,270.6,30.78,0
10,12,10,0,271.6,30.63,0
10,12,10,15,276.4,30.24,0
10,12,10,30,276.93,30.14,0
10,12,10,45,266.67,30.23,0
10,12,11,0,260.73,30.4,0
10,12,11,15,259.93,30.5,0
10,12,11,30,261.27,30.4,0
10,12,11,45,263.2,30.27,0
10,12,12,0,264.27,30.15,0
10,12,12,15,263,30.25,0
10,12,12,30,260.73,30.44,0
10,12,12,45,263.67,30.26,0
10,12,13,0,261.67,30.41,0
10,12,13,15,261.13,30.41,0
10,12,13,30,259.27,30.59,0
10,12,13,45,258.67,30.68,0
10,12,14,0,261.6,30.44,0
10,12,14,15,264.53,30.2,0
10,12,14,30,256.4,30.79,0
10,12,14,45,243,32.21,0
10,12,15,0,251.4,32.3,0
10,12,15,15,249.93,32.38,0
10,12,15,30,249.4,32.44,0
10,12,15,45,246.93,32.65,0
10,12,16,0,248.47,32.59,0
10,12,16,15,252.67,32.26,0
10,12,16,30,253,32.18,0
10,12,16,45,254.33,32.11,0
10,12,17,0,253.47,32.24,0
10,12,17,15,253.4,32.23,0
10,12,17,30,247.07,32.7,0
10,12,17,45,250.2,32.48,0
10,12,18,0,249.47,32.61,0
10,12,18,15,249.53,32.6,0
10,12,18,30,250.4,32.5,0
10,12,18,45,248.33,32.71,0
10,12,19,0,249.87,32.63,0
10,12,19,15,251,32.51,0
10,12,19,30,284.47,32.54,0
10,12,19,45,288,32.39,0
10,12,20,0,286.53,32.47,0
10,12,20,15,286.13,32.49,0
10,12,20,30,285.93,32.52,0
10,12,20,45,286.07,32.47,0
10,12,21,0,284.47,32.55,0
10,12,21,15,285.07,32.55,0
10,12,21,30,283.53,32.67,0
10,12,21,45,283.2,32.67,0
10,12,22,0,279.87,32.95,0
10,12,22,15,278.93,33.01,0
10,12,22,30,275.6,33.28,0
10,12,22,45,274.07,33.45,0
10,12,23,0,269.87,33.8,0
10,12,23,15,268.47,33.9,0
10,12,23,30,266.27,34.08,0
10,12,23,45,265.73,34.14,0
10,13,0,0,273.6,33.41,0
10,13,0,15,274.67,33.32,0
10,13,0,30,270.6,33.67,0
10,13,0,45,269.8,33.75,0
10,13,1,0,267.93,33.9,0
10,13,1,15,267.27,33.92,0
10,13,1,30,267.8,33.92,0
10,13,1,45,266.13,34.03,0
10,13,2,0,266.07,34.03,0
10,13,2,15,267.07,33.97,0
10,13,2,30,267.4,33.97,0
10,13,2,45,264.67,34.2,0
10,13,3,0,266.73,34.03,0
10,13,3,15,264,34.25,0
10,13,3,30,264.27,34.22,0
10,13,3,45,262.87,34.35,0
10,13,4,0,264.33,34.22,0
10,13,4,15,261.53,34.43,0
10,13,4,30,262.8,34.35,0
10,13,4,45,263.47,34.27,0
10,13,5,0,269.67,33.77,0
10,13,5,15,269,33.8,0
10,13,5,30,267.6,33.9,0
10,13,5,45,268.4,33.84,0
10,13,6,0,269.87,33.71,0
10,13,6,15,268,33.87,0
10,13,6,30,271.2,33.61,0
10,13,6,45,251.2,33.49,0
10,13,7,0,249.87,33.39,0
10,13,7,15,252.13,33.23,0
10,13,7,30,268.6,31.9,0
10,13,7,45,267.6,32.02,0
10,13,8,0,271.4,31.45,0
10,13,8,15,277.27,31.09,0
10,13,8,30,272.67,31.03,0
10,13,8,45,249.07,31.33,0
10,13,9,0,250.4,31.23,0
10,13,9,15,253.53,31.04,0
10,13,9,30,254.07,30.98,0
10,13,9,45,253.73,31.03,0
10,13,10,0,256.13,30.84,0
10,13,10,15,252.27,31.12,0
10,13,10,30,254.87,30.95,0
10,13,10,45,256.53,30.94,0
10,13,11,0,279.53,29.96,0
10,13,11,15,286.67,29.35,0
10,13,11,30,274.47,30.37,0
10,13,11,45,254.33,31.98,0
10,13,12,0,251.27,32.24,0
10,13,12,15,242.6,32.14,0
